Aprika	Afrika
Aceh	Atjeh
Tagbilaran	Tagbilaran
Kaliningrado	Kaliningrad
Decius (emperor)	Decius
Death Note	Death Note
Katolisismo	Katholicisme
Lungsod ng Luksemburgo	Luxemburg (stad)
Vaduz	Vaduz
Bibliya	Bijbel (christendom)
San Marino, San Marino	San Marino (stad)
Phnom Penh	Phnom Penh
Arkhangelsk	Archangelsk
Lungsod ng Ho Chi Minh	Ho Chi Minhstad
Iterbiyo	Ytterbium
Malaybalay	Malaybalay
Hanoi	Hanoi
Totoong Simbahan ni Hesus	Ware Jezuskerk
Wikang Ingles	Engels
Bangkok	Bangkok
Lungsod ng Andorra la Vella	Andorra la Vella
Kuala Lumpur	Kuala Lumpur
Taipei	Taipei (stad)
Amerisyo	Americium
Odessa	Odessa (stad)
Arkhangelsk Oblast	Oblast Archangelsk
Dong Hoi	Đồng Hới
Concepción, Tsile	Concepción (Chili)
Berkelyo	Berkelium
Diplomasya	Diplomatie
Petrozavodsk	Petrozavodsk
Lungsod ng Cagliari	Cagliari (stad)
Kiev	Kiev
Nobelyo	Nobelium
Lungsod ng Catania	Catania (stad)
Ontario, Canada	Ontario
Republika ng Karelia	Karelië (deelrepubliek)
Ottawa	Ottawa (stad)
Juba, Timog Sudan	Djoeba
Manitoba	Manitoba
Alberta	Alberta
Nova Scotia	Nova Scotia
Yerevan	Jerevan
Vologda	Vologda (stad)
Końskowola	Końskowola
Hartum	Khartoem
New Brunswick	New Brunswick
Formula One	Formule 1
British Columbia	Brits-Columbia
Prince Edward Island	Prins Edwardeiland (Canada)
2000	2000
2003	2003
2002	2002
2001	2001
Saskatchewan	Saskatchewan
2012	2012
Masashi Kishimoto	Masashi Kishimoto
2011	2011
2010	2010
2009	2009
Dioksidong karbono	Koolstofdioxide
2013	2013
2014	2014
2015	2015
Newfoundland at Labrador	Newfoundland en Labrador
2008	2008
Hilagang Kanlurang mga Nasasakupan	Northwest Territories
Yukon	Yukon (territorium)
2004	2004
Vologda Oblast	Oblast Vologda
Wikitravel	Wikitravel
2005	2005
Dragon Ball	Dragon Ball
2006	2006
Nunavut	Nunavut
2007	2007
Lungsod ng Verona	Verona (stad)
1900	1900
1901	1901
François Mitterrand	François Mitterrand
Livy	Titus Livius
Charles de Gaulle	Charles de Gaulle
1902	1902
Lungsod ng Florencia	Florence (stad)
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
1992	1992
Yellowknife	Yellowknife (stad)
1991	1991
1990	1990
1993	1993
Essen, Alemanya	Essen (Noordrijn-Westfalen)
1994	1994
1995	1995
1996	1996
Republika ng Komi	Komi (deelrepubliek)
1910	1910
1911	1911
1912	1912
1913	1913
Roseto degli Abruzzi	Roseto degli Abruzzi
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nuremberg	Neurenberg
1999	1999
1917	1917
1918	1918
Pagkain	Voedsel
Edmonton	Edmonton
Ahas	Slangen
Jacques Chirac	Jacques Chirac
Bilis ng liwanag	Lichtsnelheid
Pakikipagtalik sa pamamagitan ng bibig	Orale seks
Regina, Saskatchewan	Regina (Canada)
Victoria, British Columbia	Victoria (Canada)
Winnipeg	Winnipeg
Halifax, Nova Scotia	Halifax (Nova Scotia)
Syktyvkar	Syktyvkar
Cherepovets	Tsjerepovets
Lungsod ng Québec	Quebec (stad)
Enero 1	1 januari
Enero 2	2 januari
1920	1920
Enero 3	3 januari
1919	1919
Valencia, Bukidnon	Valencia (Bukidnon)
1921	1921
Nenets Autonomous Okrug	Nenetsië
1922	1922
Enero 4	4 januari
1923	1923
1924	1924
Naryan-Mar	Narjan-Mar
Riau	Riau
Malolos	Malolos
Sosyalistang Pederatibong Republikang Sobyet ng Rusya	Russische Socialistische Federatieve Sovjetrepubliek
Georges Pompidou	Georges Pompidou
Meycauayan	Meycauayan
Leningrad Oblast	Oblast Leningrad
San Jose del Monte	San Jose del Monte
Romulus at Remus	Romulus en Remus
Planetang unano	Dwergplaneet
Tuguegarao	Tuguegarao
Enero 5	5 januari
Iriga	Iriga
Naga, Camarines Sur	Naga (Camarines Sur)
Roxas, Capiz	Roxas (Capiz)
Pskov	Pskov
Pskov Oblast	Oblast Pskov
Syzran	Syzran
Enero 6	6 januari
Lalawigan ng Kapuluan ng Riau	Riouwarchipel
Elektron	Elektron
Enero 7	7 januari
Enero 8	8 januari
Veliky Novgorod	Veliki Novgorod
Enero 9	9 januari
Novgorod Oblast	Oblast Novgorod
Enero 10	10 januari
Nizhny Novgorod Oblast	Oblast Nizjni Novgorod
Enero 11	11 januari
Enero 12	12 januari
Buzz Aldrin	Buzz Aldrin
Scipio Africanus	Publius Cornelius Scipio Africanus maior
Enero 13	13 januari
Birmingham	Birmingham (Verenigd Koninkrijk)
Enero 14	14 januari
Enero 15	15 januari
Enero 16	16 januari
Tom Hanks	Tom Hanks
Enero 17	17 januari
Enero 18	18 januari
Enero 19	19 januari
Enero 20	20 januari
Rebolusyong Industriyal	Industriële revolutie
Enero 21	21 januari
Enero 22	22 januari
Enero 23	23 januari
Imperyong Romano	Romeinse Keizerrijk
Enero 24	24 januari
Enero 25	25 januari
Minsk	Minsk
Enero 26	26 januari
Microsoft	Microsoft
Enero 27	27 januari
Enero 28	28 januari
Enero 29	29 januari
Enero 30	30 januari
Tver	Tver
Enero 31	31 januari
Tver Oblast	Oblast Tver
Proton	Proton (deeltje)
Disyembre 2	2 december
Disyembre 1	1 december
Disyembre 3	3 december
Disyembre 7	7 december
Disyembre 5	5 december
Disyembre 8	8 december
Disyembre 10	10 december
Disyembre 6	6 december
Disyembre 9	9 december
Pink Floyd	Pink Floyd
Disyembre 4	4 december
Pebrero 1	1 februari
Pebrero 2	2 februari
Sodium chloride	Natriumchloride
Pebrero 3	3 februari
Kurów	Kurów (powiat Puławski)
Pebrero 4	4 februari
Pebrero 5	5 februari
Pebrero 6	6 februari
Pebrero 7	7 februari
Pebrero 8	8 februari
Pebrero 9	9 februari
Pebrero 10	10 februari
Kimika	Scheikunde
Led Zepellin	Led Zeppelin
Pebrero 14	14 februari
Pebrero 13	13 februari
Pebrero 15	15 februari
Pebrero 11	11 februari
Pebrero 12	12 februari
Smolensk	Smolensk
Pebrero 19	19 februari
Pebrero 17	17 februari
Pebrero 16	16 februari
Pebrero 18	18 februari
Pebrero 20	20 februari
Mapanuring kimika	Analytische chemie
Smolensk Oblast	Oblast Smolensk
Neutron	Neutron
69 (posisyong pangpagtatalik)	Soixante-neuf
Pebrero 21	21 februari
Pebrero 22	22 februari
Pebrero 23	23 februari
Pebrero 24	24 februari
Pebrero 25	25 februari
Pebrero 26	26 februari
27	27
Pebrero 27	27 februari
Pebrero 28	28 februari
Disyembre 11	11 december
Pebrero 29	29 februari
Disyembre 12	12 december
Disyembre 13	13 december
Disyembre 14	14 december
Disyembre 15	15 december
Marso 2	2 maart
Marso 3	3 maart
Marso 5	5 maart
Marso 1	1 maart
Marso 7	7 maart
Marso 8	8 maart
Marso 4	4 maart
Marso 10	10 maart
Marso 11	11 maart
Marso 6	6 maart
Marso 13	13 maart
Marso 9	9 maart
Marso 12	12 maart
Marso 15	15 maart
Marso 14	14 maart
Disyembre 16	16 december
Disyembre 17	17 december
Marso 16	16 maart
Marso 17	17 maart
Marso 18	18 maart
Yaroslavl	Jaroslavl
Marso 19	19 maart
1989	1989
1988	1988
Marso 20	20 maart
1987	1987
1986	1986
1985	1985
1984	1984
Marso 21	21 maart
1983	1983
Marso 22	22 maart
1982	1982
1981	1981
Disyembre 18	18 december
1980	1980
Marso 23	23 maart
Yaroslavl Oblast	Oblast Jaroslavl
Mogadiscio	Mogadishu
Disyembre 19	19 december
Marso 24	24 maart
Marso 25	25 maart
Disyembre 20	20 december
Marso 26	26 maart
Marso 27	27 maart
Marso 28	28 maart
Marso 29	29 maart
Marso 30	30 maart
Marso 31	31 maart
Nassau	Nassau (Bahama's)
Galaksiyang Andromeda	Andromedanevel
Sanaa	Sanaa
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Karang ng Tarawa	Tarawa
Digmaan ng Tatlumpung Taon	Dertigjarige Oorlog
Papa Benedicto XVI	Paus Benedictus XVI
Abril 15	15 april
Abril 13	13 april
Abril 12	12 april
Abril 14	14 april
Abril 11	11 april
Abril 10	10 april
Abril 8	8 april
Abril 9	9 april
Abril 7	7 april
Abril 6	6 april
Abril 5	5 april
Abril 4	4 april
Abril 3	3 april
Abril 1	1 april
Abril 2	2 april
Teleskopyong Pangkalawakang Hubble	Ruimtetelescoop Hubble
Abril 16	16 april
Abril 17	17 april
Abril 18	18 april
Abril 19	19 april
Abril 20	20 april
Abril 21	21 april
Abril 22	22 april
Abril 23	23 april
Abril 24	24 april
Gerhard Schröder	Gerhard Schröder
Abril 25	25 april
Abril 26	26 april
Abril 27	27 april
Abril 28	28 april
Abril 29	29 april
Abril 30	30 april
Likas na satelayt	Natuurlijke maan
Joachim Gauck	Joachim Gauck
Pagkatuto ng makina	Machinaal leren
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
Mayo 1	1 mei
Mayo 2	2 mei
Mayo 3	3 mei
Mayo 4	4 mei
Mayo 5	5 mei
Mayo 6	6 mei
Mayo 7	7 mei
Mayo 8	8 mei
Mayo 9	9 mei
Mayo 10	10 mei
Mayo 11	11 mei
Mayo 12	12 mei
Mayo 13	13 mei
Mayo 14	14 mei
Mayo 15	15 mei
Titan (buwan)	Titan (maan)
Mayo 16	16 mei
Mayo 17	17 mei
Mayo 18	18 mei
Mayo 19	19 mei
Mayo 20	20 mei
Mayo 21	21 mei
Mayo 22	22 mei
Mayo 23	23 mei
Mayo 24	24 mei
Mayo 25	25 mei
Mayo 26	26 mei
Mayo 27	27 mei
Mayo 28	28 mei
Mayo 29	29 mei
Mayo 30	30 mei
Mayo 31	31 mei
Kostroma	Kostroma (stad)
Kostroma Oblast	Oblast Kostroma
Paul McCartney	Paul McCartney
Disyembre 21	21 december
Papa Pio XII	Paus Pius XII
Hunyo 14	14 juni
Hunyo 15	15 juni
Hunyo 13	13 juni
Hunyo 10	10 juni
Hunyo 7	7 juni
Hunyo 11	11 juni
Hunyo 9	9 juni
Hunyo 12	12 juni
Hunyo 6	6 juni
Hunyo 8	8 juni
Hunyo 5	5 juni
Hunyo 3	3 juni
Hunyo 2	2 juni
Hunyo 1	1 juni
Hunyo 4	4 juni
Ivanovo	Ivanovo
Ringo Starr	Ringo Starr
Napoli (lungsod)	Napels (stad)
Disyembre 22	22 december
10 Hygiea	Hygiea (planetoïde)
George Harrison	George Harrison
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
Hunyo 16	16 juni
Ivanovo Oblast	Oblast Ivanovo
Lungsod ng Palermo	Palermo (stad)
Hunyo 30	30 juni
Hunyo 29	29 juni
Hunyo 28	28 juni
Hunyo 26	26 juni
Hunyo 25	25 juni
Hunyo 22	22 juni
Hunyo 27	27 juni
Hunyo 24	24 juni
Hunyo 20	20 juni
Hunyo 23	23 juni
Hunyo 19	19 juni
Hunyo 18	18 juni
Hunyo 21	21 juni
Hunyo 17	17 juni
Disyembre 23	23 december
Wilhelm II, Emperador ng Alemanya	Wilhelm II van Duitsland
Bruce Willis	Bruce Willis
Vladimir	Vladimir (stad)
Arnold Schwarzenegger	Arnold Schwarzenegger
Hulyo 15	15 juli
Hulyo 13	13 juli
Hulyo 12	12 juli
Hulyo 10	10 juli
Hulyo 9	9 juli
Hulyo 14	14 juli
Hulyo 8	8 juli
Hulyo 7	7 juli
Hulyo 6	6 juli
Hulyo 5	5 juli
Hulyo 2	2 juli
Hulyo 4	4 juli
Hulyo 3	3 juli
Hulyo 1	1 juli
Hulyo 11	11 juli
Vladimir Oblast	Oblast Vladimir
Disyembre 24	24 december
Sasha Grey	Sasha Grey
Hulyo 31	31 juli
Hulyo 30	30 juli
Hulyo 29	29 juli
Hulyo 28	28 juli
Hulyo 27	27 juli
Hulyo 25	25 juli
Hulyo 24	24 juli
Hulyo 23	23 juli
Hulyo 26	26 juli
Hulyo 22	22 juli
Hulyo 19	19 juli
Hulyo 21	21 juli
Hulyo 20	20 juli
Hulyo 17	17 juli
Hulyo 18	18 juli
Hulyo 16	16 juli
Futbol	Voetbal
Disyembre 25	25 december
Ryazan	Rjazan
Lungsod ng Siena	Siena (stad)
Ryazan Oblast	Oblast Rjazan
1963	1963
Urbino	Urbino
Disyembre 26	26 december
Holocaust	Holocaust
1962	1962
IPhone	IPhone
Tula, Russia	Toela
Agosto 14	14 augustus
Agosto 15	15 augustus
Agosto 13	13 augustus
Agosto 12	12 augustus
Agosto 11	11 augustus
Agosto 10	10 augustus
Agosto 8	8 augustus
Agosto 7	7 augustus
Agosto 9	9 augustus
Agosto 5	5 augustus
Agosto 4	4 augustus
Agosto 2	2 augustus
Agosto 3	3 augustus
Agosto 6	6 augustus
Agosto 1	1 augustus
Geronimo	Geronimo (indianenleider)
Tula Oblast	Oblast Toela
Magkapatid na Grimm	Gebroeders Grimm
Disyembre 27	27 december
Bryansk	Brjansk
Madrid	Madrid (stad)
Elton John	Elton John
Bryansk Oblast	Oblast Brjansk
Submarino	Onderzeeboot
Agosto 16	16 augustus
Coca-Cola	Coca-Cola
Agosto 29	29 augustus
Agosto 28	28 augustus
Agosto 30	30 augustus
Agosto 25	25 augustus
Agosto 26	26 augustus
Agosto 23	23 augustus
Agosto 27	27 augustus
Agosto 21	21 augustus
Agosto 20	20 augustus
Agosto 24	24 augustus
Agosto 18	18 augustus
Agosto 17	17 augustus
Agosto 22	22 augustus
Agosto 19	19 augustus
Agosto 31	31 augustus
Michael Jackson	Michael Jackson
Disyembre 28	28 december
Kaluga	Kaloega
Trangkaso	Griep
Bogotá	Bogota (stad)
Kaluga Oblast	Oblast Kaloega
Brasilia	Brasilia
Marijuana	Cannabis (drug)
Setyembre 15	15 september
Setyembre 14	14 september
Setyembre 13	13 september
Setyembre 12	12 september
Setyembre 8	8 september
Setyembre 11	11 september
Setyembre 7	7 september
Setyembre 10	10 september
Setyembre 5	5 september
Setyembre 4	4 september
Setyembre 9	9 september
Setyembre 2	2 september
Setyembre 6	6 september
Setyembre 1	1 september
Setyembre 3	3 september
Disyembre 29	29 december
Alaksandr Łukašenka	Aleksandr Loekasjenko
Lungsod ng Lima	Lima (stad)
Analisis ng pangunahing bahagi	Hoofdcomponentenanalyse
Setyembre 30	30 september
Setyembre 29	29 september
Setyembre 28	28 september
Setyembre 27	27 september
Setyembre 26	26 september
Setyembre 25	25 september
Santiago, Tsile	Santiago (Chili)
Setyembre 23	23 september
Setyembre 22	22 september
Setyembre 24	24 september
Setyembre 21	21 september
Setyembre 20	20 september
Setyembre 18	18 september
Setyembre 17	17 september
Sosyalistang Republikang Sobyetikang ng Belorusya	Wit-Russische Socialistische Sovjetrepubliek
Setyembre 19	19 september
Setyembre 16	16 september
Quito	Quito
Disyembre 30	30 december
Sucre	Sucre (Bolivia)
Disyembre 31	31 december
Oktubre 1	1 oktober
Oktubre 15	15 oktober
Oktubre 12	12 oktober
Oktubre 10	10 oktober
Oktubre 14	14 oktober
Oktubre 9	9 oktober
Oktubre 8	8 oktober
Oktubre 13	13 oktober
Oktubre 7	7 oktober
Oktubre 11	11 oktober
Oktubre 6	6 oktober
Oktubre 4	4 oktober
Oktubre 5	5 oktober
Oktubre 3	3 oktober
Oktubre 2	2 oktober
Asuncion	Asuncion (stad)
Kambing	Geit
Palasyo ng Bersalyes	Kasteel van Versailles
Oktubre 31	31 oktober
Oktubre 30	30 oktober
Oktubre 29	29 oktober
Oktubre 28	28 oktober
Oktubre 26	26 oktober
Oktubre 25	25 oktober
Oktubre 24	24 oktober
Oktubre 27	27 oktober
Oktubre 22	22 oktober
Oktubre 23	23 oktober
Oktubre 20	20 oktober
Oktubre 21	21 oktober
Oktubre 19	19 oktober
Oktubre 17	17 oktober
Oktubre 16	16 oktober
Oktubre 18	18 oktober
Katedral	Kathedraal
Kalayaan	Vrijheid (filosofie)
Nobyembre 15	15 november
Nobyembre 14	14 november
Nobyembre 13	13 november
Nobyembre 12	12 november
Nobyembre 11	11 november
Nobyembre 10	10 november
Nobyembre 7	7 november
Nobyembre 8	8 november
Nobyembre 9	9 november
Nobyembre 6	6 november
Nobyembre 5	5 november
Nobyembre 4	4 november
Nobyembre 3	3 november
Nobyembre 2	2 november
Nobyembre 1	1 november
Amy Johnson	Amy Johnson
Paramaribo	Paramaribo
2 Pallas	Pallas (planetoïde)
3 Juno	Juno (planetoïde)
ICarly	ICarly
Nobyembre 30	30 november
Nobyembre 29	29 november
Nobyembre 28	28 november
Nobyembre 27	27 november
Nobyembre 26	26 november
Nobyembre 25	25 november
Nobyembre 23	23 november
Nobyembre 24	24 november
Nobyembre 21	21 november
Nobyembre 20	20 november
Nobyembre 22	22 november
Nobyembre 19	19 november
Nobyembre 18	18 november
Nobyembre 17	17 november
Nobyembre 16	16 november
4 Vesta	Vesta (planetoïde)
Katmandu	Kathmandu (stad)
Belmopan	Belmopan
Carlomagno	Karel de Grote
San José, Costa Rica	San José (Costa Rica)
San Salvador	San Salvador (stad)
Canberra	Canberra
Io (buwan)	Io (maan)
Oryol Oblast	Oblast Orjol
Sydney	Sydney
Lunti	Groen (kleur)
Callisto (buwan)	Callisto (maan)
Melbourne	Melbourne
Pula	Rood (kleur)
Europa (buwan)	Europa (maan)
Muon	Muon
Kursk	Koersk (stad)
Ganymede (buwan)	Ganymedes (maan)
Kursk Oblast	Oblast Koersk
Perth, Kanlurang Australya	Perth (Australië)
Apoy	Vuur
Photon	Foton
Kanlurang Australya	West-Australië
New South Wales	Nieuw-Zuid-Wales
Positron	Positron
Hilagang Teritoryo	Noordelijk Territorium
Tegucigalpa	Tegucigalpa
Amalthea (buwan)	Amalthea (maan)
Brione (TN)	Brione (Trente)
Managua	Managua (stad)
Lardaro	Lardaro
Gluon	Gluon
Charles Martel	Karel Martel
Enceladus (buwan)	Enceladus (maan)
Lungsod ng Panama	Panama-Stad
Titania (buwan)	Titania (maan)
Belgorod	Belgorod
Lourdes	Lourdes
Belgorod Oblast	Oblast Belgorod
George Orwell	George Orwell
Umbriel (buwan)	Umbriel (maan)
Ariel (buwan)	Ariel (maan)
Amelia Earhart	Amelia Earhart
Antiochus IV Epiphanes	Antiochus IV
Triton (buwan)	Triton (maan)
Aosta	Aosta
Seleucus II Callinicus	Seleucus II Callinicus
Ilog Nilo	Nijl
Hinuhang pangnebula	Zonnenevel
Sirius	Sirius (ster)
Voronezh	Voronezj
Lungsod ng Perugia	Perugia (stad)
Voronezh Oblast	Oblast Voronezj
Volpara	Volpara
L’Aquila (lungsod)	L'Aquila (stad)
Lipetsk	Lipetsk
Sumatra	Sumatra
Campobasso	Campobasso (stad)
Massimeno	Massimeno
Grauno	Grauno
Ilog Congo	Kongo (rivier)
Sagron Mis	Sagron Mis
Pietraferrazzana	Pietraferrazzana
Lipetsk Oblast	Oblast Lipetsk
Fallo	Fallo
Roio del Sangro	Roio del Sangro
Tambov	Tambov
Tambov Oblast	Oblast Tambov
Rabat	Rabat (Marokko)
Kometa	Komeet
Montelapiano	Montelapiano
Arhel	Algiers
Montebello sul Sangro	Montebello sul Sangro
Monteferrante	Monteferrante
Tunis	Tunis
Rostov Oblast	Oblast Rostov
Kategorya:Image namespace templates	Categorie:Wikipedia:Sjablonen afbeelding
Tripoli	Tripoli (Libië)
Silangang Haba	Oost-Java
Rede Globo	Rede Globo
Mga comune ng Lalawigan ng Pavia	Canevino
Velezzo Lomellina	Velezzo Lomellina
Rocca de' Giorgi	Rocca de' Giorgi
Villa Biscossi	Villa Biscossi
Calvignano	Calvignano
Lungsod ng Djibouti	Djibouti (stad)
Antofagasta	Antofagasta (stad)
Teherán	Teheran
Adis Abeba	Addis Abeba
Jakarta	Jakarta
Verbania	Verbania
Ankara	Ankara
Asmara	Asmara
Krasnodar	Krasnodar
NDjamena	Ndjamena
Niamey	Niamey
Krasnodar Krai	Kraj Krasnodar
Nouakchott	Nouakchott (stad)
Riad	Riyad (stad)
1961	1961
Bamako	Bamako
Talampakan (yunit)	Voet (lengtemaat)
Belgrado	Belgrado
Dakar	Dakar
Kanlurang Haba	West-Java
Banjul	Banjul
Conakry	Conakry
Adygea	Adygea
Bissau	Bissau (Guinee-Bissau)
Kategorya:Mga suleras sa Wikipedia	Categorie:Wikipedia:Sjablonen
Monrovia	Monrovia (Liberia)
Praia	Praia
Maykop	Majkop
1960	1960
Java (pulo)	Java (eiland)
Kategorya:Wikipedia template categories	Categorie:Wikipedia:Sjablonen op onderwerp
Accra	Accra
Damasko	Damascus
Yamoussoukro	Yamoussoukro
Ouagadougou	Ouagadougou
Freetown	Freetown
Ilog Amasona	Amazone (rivier)
Abuja	Abuja
Lomé	Lomé
Kalimantan	Kalimantan
Porto-Novo	Porto-Novo
Aman	Amman (stad)
Jaunde	Yaoundé
Kategorya:Sports templates	Categorie:Wikipedia:Sjablonen sport
Selebes	Celebes
Malabo	Malabo
Volgograd Oblast	Oblast Wolgograd
Beirut	Beiroet
Libreville	Libreville
Maskate	Masqat
Kapuluang Maluku	Molukken
Bangui	Bangui (Centraal-Afrikaanse Republiek)
Kinshasa	Kinshasa
Brazzaville	Brazzaville
Bujumbura	Bujumbura
Nicosia	Nicosia (Cyprus)
Kigali	Kigali (stad)
Doha	Doha
Asteroyd	Planetoïde
Dodoma	Dodoma (stad)
Nairobi	Nairobi
Neurosikolohiya	Neuropsychologie
Lilongwe	Lilongwe (stad)
Lusaka	Lusaka (stad)
Manama	Manama (stad)
Eklipse ng araw	Zonsverduistering
Maputo	Maputo (stad)
Kampala	Kampala
Luanda	Luanda (stad)
Moroni, Komoros	Moroni (Comoren)
Mbabane	Mbabane
Galicia (Espanya)	Galicië (Spanje)
Maseru	Maseru (stad)
Paaralan	School (instelling)
Antananarivo	Antananarivo (stad)
Pamantasan	Universiteit
Gaborone	Gaborone
Harare	Harare
Grace Kelly	Grace Kelly (actrice)
Pretoria	Pretoria
Astrakhan	Astrachan
Port Louis	Port Louis (stad)
Pingpong	Tafeltennis
San Tomas	Sao Tomé (stad)
Asturias (Espanya)	Asturië (regio)
Windhoek	Windhoek
Supernoba	Supernova
Wikipedia:Sanayan	Wikipedia:Zandbak
Victoria, Seychelles	Victoria (Seychellen)
Astrakhan Oblast	Oblast Astrachan
Lokal na pangkat	Lokale Groep
Cantabria	Cantabrië
Tahanan	Huis (woning)
Kalmykia	Kalmukkië
Neubrandenburg	Neubrandenburg
Hardware (kompyuter)	Hardware
Alhebra	Algebra
Power supply unit (kompyuter)	Power supply unit
Elista	Elista
Bayang Basko	Baskenland (autonome regio)
Anatomiya ng tao	Menselijke anatomie
Mapa	Kaart (cartografie)
Ramesses IX	Ramses IX
Nafarroa	Navarra (regio)
Ilog	Rivier
Ramesses X	Ramses X
Tara Strong	Tara Strong
Duke Ellington	Duke Ellington
Osasco	Osasco (Brazilië)
Aragón	Aragón (regio)
CeeLo Green	Cee Lo Green
36 BC	36 v.Chr.
Ramesses V	Ramses V
20 BC	20 v.Chr.
40 BC	40 v.Chr.
39 BC	39 v.Chr.
37 BC	37 v.Chr.
Eschweiler	Eschweiler (Duitsland)
22 BC	22 v.Chr.
Amonya	Ammoniak
38 BC	38 v.Chr.
Fujairah	Fujairah (emiraat)
Glasgow	Glasgow
28 BC	28 v.Chr.
Pion	Pion (natuurkunde)
18 BC	18 v.Chr.
15 BC	15 v.Chr.
33 BC	33 v.Chr.
Chris Rock	Chris Rock
30 BK	30 v.Chr.
12 BC	12 v.Chr.
Ligiran	Baan (hemellichaam)
Paliparan ng Dong Hoi	Luchthaven Đồng Hới
Kalawakan	Ruimte (astronomie)
45 BC	45 v.Chr.
Wetzlar	Wetzlar
46 BC	46 v.Chr.
Autobiograpiya	Autobiografie
41 BC	41 v.Chr.
49 BC	49 v.Chr.
42 BC	42 v.Chr.
25 BC	25 v.Chr.
47 BC	47 v.Chr.
10 BK	10 v.Chr.
Ned Beatty	Ned Beatty
Daksipat	Telescoop (optica)
James Coburn	James Coburn
Kategorya:Kasaysayan ng Malaysia	Categorie:Geschiedenis van Maleisië
Miley Cyrus	Miley Cyrus
Kategorya:Kasaysayan ng Benin	Categorie:Geschiedenis van Benin
Motherboard	Moederbord
Kategorya:Kasaysayan ng Bangladesh	Categorie:Geschiedenis van Bangladesh
Kategorya:Kasaysayan ng Bhutan	Categorie:Geschiedenis van Bhutan
Rodger Bumpass	Rodger Bumpass
Kategorya:Lutuing Griyego	Categorie:Griekse keuken
Primorsky Krai	Kraj Primorski
Kategorya:Kasaysayan ng Arabyang Saudi	Categorie:Geschiedenis van Saoedi-Arabië
Kategorya:Kasaysayan ng Indonesya	Categorie:Geschiedenis van Indonesië
Barefoot Gen	Barefoot Gen
Jimmy Bennett	Jimmy Bennett
Melissa Fahn	Melissa Fahn
Kategorya:Kasaysayan ng Taiwan	Categorie:Geschiedenis van Taiwan
Kategorya:Stub (Suwesya)	Categorie:Wikipedia:Beginnetje Zweden
Curitiba	Curitiba (gemeente)
Kategorya:Mga lansangan ayon sa bansa	Categorie:Weg naar land
Pangaea	Pangea
Mr. Lawrence	Mr. Lawrence
Kanlurang Aprika	West-Afrika
Kategorya:Kasaysayan ng Turkiya	Categorie:Geschiedenis van Turkije
Gubat	Bos (vegetatie)
Kategorya:Kasaysayan ng Silangang Timor	Categorie:Geschiedenis van Oost-Timor
Kategorya:Kasaysayan ng Hapon	Categorie:Geschiedenis van Japan
Kategorya:1888	Categorie:1888
Zichyújfalu	Zichyújfalu
Kategorya:Blattodea	Categorie:Kakkerlak
Clarington, Ontario	Clarington (Canada)
Hard disk drive	Harde schijf
Papa Pío VIII	Paus Pius VIII
Kategorya:Artiodactyla	Categorie:Evenhoevige
Papa Benedicto XV	Paus Benedictus XV
Khabarovsk	Chabarovsk
Kategorya:Bovidae	Categorie:Holhoornige
Jennette McCurdy	Jennette McCurdy
Clancy Brown	Clancy Brown
Optical disc	Cd-brander
Hukbong dagat	Marine (strijdmacht)
Lalawigan ng Kotayk	Kotajk
Victorious	Victorious
Jonathan Winters	Jonathan Winters
Kooperatiba	Coöperatie
Kategorya:Lutuing Polako	Categorie:Poolse keuken
Kategorya:Lutuing Ukranyano	Categorie:Oekraïense keuken
Kategorya:Kasaysayan ng Afghanistan	Categorie:Geschiedenis van Afghanistan
O-Zone	O-Zone
Kategorya:Kasaysayan ng Biyetnam	Categorie:Geschiedenis van Vietnam
Kategorya:Kasaysayan ng Pakistan	Categorie:Geschiedenis van Pakistan
Sean Connery	Sean Connery
Aklat ni Job	Job (boek)
Aklat ng mga Kawikaan	Spreuken
Anne Frank	Anne Frank
Confucius	Confucius
Sarah Bernhardt	Sarah Bernhardt
Kategorya:Kasaysayan ng Irak	Categorie:Geschiedenis van Irak
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Karnabal	Carnaval
Kategorya:Matematika	Categorie:Wiskunde
Kategorya:Kasaysayan ng Mongolia	Categorie:Geschiedenis van Mongolië
Kapuluang Peroe	Faeröer
Surat	Surat (India)
Kategorya:Kasaysayan ng India	Categorie:Geschiedenis van India
Mohamed Morsi	Mohamed Morsi
Barbra Streisand	Barbra Streisand
Kategorya:Kasaysayan ng Pilipinas	Categorie:Geschiedenis van de Filipijnen
Bali, Indonesya	Bali (eiland)
Hupiter (mitolohiya)	Jupiter (mythologie)
Sherlock Holmes	Sherlock Holmes
107 BK	107 v.Chr.
Renasimiyento	Renaissance
143 BC	143 v.Chr.
Dukado ng Borgonya	Hertogdom Bourgondië
126 BC	126 v.Chr.
116 BC	116 v.Chr.
136 BC	136 v.Chr.
113 BK	113 v.Chr.
Pugad	Vogelnest
140 BC	140 v.Chr.
