ஆப்பிரிக்கா	Afrika
பியத்மாந்து	Piëmont
எருசலேம்	Jeruzalem
ஜார்ஜியோ நபோலிடானோ	Giorgio Napolitano
ஐடஹோ	Idaho
வாஷிங்டன்	Washington (staat)
இரதர்ஃபோர்டியம்	Rutherfordium
நெவாடா	Nevada (staat)
தூப்னியம்	Dubnium
சீபோர்கியம்	Seaborgium
இந்தியப் பெருங்கடல்	Indische Oceaan
கொசோவோ	Kosovo
கரிபியக் கடல்	Caraïbische Zee
போரியம்	Bohrium
ஆசியம்	Hassium
பான் கி மூன்	Ban Ki-moon
கோபி அன்னான்	Kofi Annan
இலிகுரியா	Ligurië
மெய்ட்னீரியம்	Meitnerium
கொலராடோ	Colorado (staat)
எமிலியா-ரோமாஞா	Emilia-Romagna
ஊ தாண்ட்	U Thant
கொலராடோ ஆறு	Colorado (rivier)
டார்ம்சிட்டாட்டியம்	Darmstadtium
டாக் ஹமாஷெல்ட்	Dag Hammarskjöld
பிரடெரிக் சொப்பின்	Frédéric Chopin
பழப்பாகு	Jam (voedingsmiddel)
திறிகுவே இலீ	Trygve Lie
இரோயன்ட்கெனியம்	Röntgenium
கோப்பர்நீசியம்	Copernicium
ஆல்ப்ஸ்	Alpen
கிரனோபிள்	Grenoble
பிலைசு பாஸ்கல்	Blaise Pascal
சிகாகோ	Chicago
பீட்டில்ஸ்	The Beatles
உன்னுன்டிரியம்	Ununtrium
பிளெரோவியம்	Flerovium
உன்னுன்பென்டியம்	Ununpentium
லிவர்மோரியம்	Livermorium
உனுன்செப்டியம்	Ununseptium
அனனாக்டியம்	Ununoctium
மாஸ்ட்ரிக்ட்	Maastricht
குளிர்காலம்	Winter
இளவேனிற்காலம்	Lente
கோடைகாலம்	Zomer
இலையுதிர்காலம்	Herfst
சம இரவு நாள்	Equinox
சதாம் உசேன்	Saddam Hoessein
உசாமா பின் லாதின்	Osama bin Laden
எசுப்பானியம்	Spaans
பிரீட்ரிக் கையக்	Friedrich von Hayek
மொண்டேவீடியோ	Montevideo (stad)
யோகான் செபாஸ்தியன் பாக்	Johann Sebastian Bach
ஆன்டோனியோ விவால்டி	Antonio Vivaldi
பிட்ஸ்பர்க், பென்சில்வேனியா	Pittsburgh
ஆப்பெரா	Opera (muziek)
பிலடெல்பியா	Philadelphia (Pennsylvania)
கொல்கத்தா	Calcutta
சென்னை	Madras
தில்லி	Delhi (stad)
டாக்கா	Dhaka (stad)
பெங்களூர்	Bangalore
மேற்கு வங்காளம்	West-Bengalen
சிலந்தி	Spinnen (dieren)
சிலந்திதேள் வகுப்பு	Spinachtigen
கணுக்காலி	Geleedpotigen
ஐதராபாத்து (இந்தியா)	Haiderabad (Andhra Pradesh)
இஸ்லாமாபாத்	Islamabad
திரிபுரா	Tripura
பழம்	Vrucht (plant)
பணம்	Geld
வர்ஜீனியா	Virginia (staat)
மேற்கு வர்ஜீனியா	West Virginia
நியூ யோர்க் மாநிலம்	New York (staat)
சீரியம்	Cerium
பிரசியோடைமியம்	Praseodymium
றோட் தீவு	Rhode Island (staat)
நியோடைமியம்	Neodymium
பூச்சி	Insecten
மேரிலாந்து	Maryland
டெலவெயர்	Delaware
விளாதிமிர் லெனின்	Vladimir Lenin
யூரோப்பியம்	Europium
ஒகையோ	Ohio (staat)
வேர்ஜில்	Vergilius
நிக்கோலோ மாக்கியவெல்லி	Niccolò Machiavelli
பென்சில்வேனியா	Pennsylvania
யூட்டர்சென்	Uetersen
அகஸ்ட்டஸ்	Imperator Caesar Augustus
மைக்ரோசாப்ட் விண்டோசு	Microsoft Windows
நியூ செர்சி	New Jersey
ஜிப்ரால்ட்டர்	Gibraltar
குளோடியசு	Claudius I
பின்னிய மொழி	Fins
நீரோ	Nero (keizer)
இந்தியானா	Indiana
நோக்கியா	Nokia (bedrijf)
தானுந்து	Auto
யுவென்டசு கால்பந்துக் கழகம்	Juventus FC
திராயான்	Trajanus
ரொஜர் பெடரர்	Roger Federer
ஜோர்ஜியா (மாநிலம்)	Georgia (staat)
கே டீ ஈ	KDE
சாகிரேப்	Zagreb
இராச்சசுத்தான்	Rajasthan
டெக்சஸ்	Texas (staat)
தமிழ்நாடு	Tamil Nadu
செனோவா	Genua (stad)
பசிளிகாதா	Basilicata
வட கரொலைனா	North Carolina
தென் கரொலைனா	South Carolina
கலபிரியா	Calabrië
சிசிலி	Sicilië
மணிலா	Manilla
சார்தீனியா	Sardinië
பேர்டினண்ட் மார்க்கோஸ்	Ferdinand Marcos
பெனிக்னோ அக்கீனோ III	Benigno Aquino III
செபு நகரம்	Cebu City
லுவார் ஆறு	Loire (rivier)
செய்ன் ஆறு	Seine
குரோன் நோய்	Ziekte van Crohn
டவாவோ நகரம்	Davao City
குவிசோன் நகரம்	Quezon City
கலூக்கன்	Caloocan
பொர்தோ	Bordeaux (stad)
கொரசோன் அக்கினோ	Corazon Aquino
மண்டலிய செம்முருடு	Systemische lupus erythematodes
புவெனஸ் ஐரிஸ்	Buenos Aires (stad)
மெக்சிக்கோ நகரம்	Mexico-Stad
தோக்கியோ	Tokio
லா பாஸ்	La Paz (stad in Bolivia)
பார்செலோனா	Barcelona (Spanje)
அன்னாசி	Ananas
மிசிசிப்பி	Mississippi (staat)
பெர்டினென்ட் மகலன்	Ferdinand Magellaan
மிசிசிப்பி ஆறு	Mississippi (rivier)
உத்தரப் பிரதேசம்	Uttar Pradesh
உத்தராகண்டம்	Uttarakhand
ஒசே ரிசால்	José Rizal
நீச்சற் குளம்	Zwembad
மிசோரம்	Mizoram
மானுவல் எல். குவிசோன்	Manuel Quezon
சிக்கிம்	Sikkim
டென்னிசி	Tennessee
ரிச்சார்ட் வாக்னர்	Richard Wagner
ஆர். எல். இசுட்டீவன்சன்	Robert Louis Stevenson
நாக்பூர்	Nagpur (stad)
அபுதாபி (நகரம்)	Abu Dhabi (stad)
அஸ்தானா	Astana (stad)
நியூ மெக்சிகோ	New Mexico
இரண்டாம் ராமேசஸ்	Ramses II
ஏதென்ஸ்	Athene (stad)
சுற்றுச்சந்தி	Rotonde (verkeer)
மினசோட்டா	Minnesota
பக்தாத்	Bagdad
கரகஸ்	Caracas
ஒருங்கிணைந்த அனைத்துலக நேரம்	UTC
விஸ்கொன்சின்	Wisconsin
புனே	Poona (stad)
அயோவா	Iowa (staat)
நெப்ராஸ்கா	Nebraska
குவாத்தமாலா நகரம்	Guatemala-Stad
கேன்சஸ்	Kansas (staat)
அவானா	Havana
புகையிலை	Tabak
இந்தி	Hindi
மராத்தி	Marathi (taal)
அவாஸ்ட்!	Avast!
இண்டர்நெட் எக்சுபுளோரர்	Internet Explorer
பிள்ளையார்	Ganesha
மிசூரி	Missouri (staat)
ஜார்ஜ் ஓம்	Georg Ohm
லூசியானா	Louisiana (staat)
நாகாலாந்து	Nagaland
கென்டக்கி	Kentucky
ஆர்கன்சா	Arkansas (staat)
நீல் ஆம்ஸ்ட்றோங்	Neil Armstrong
உருது	Urdu
எடித் பியாஃப்	Édith Piaf
எல்பா ஆறு	Elbe (rivier)
ஓக்லகோமா	Oklahoma
தன்யூப் ஆறு	Donau
மோசெல் ஆறு	Moezel (rivier)
நெக்கர் ஆறு	Neckar
புடுவன்	Butuan
வடகடல்	Noordzee
தியூசல்டோர்ஃபு	Düsseldorf
மியூனிக்	München
கைப்பந்தாட்டம்	Volleybal
வியன்னா	Wenen
மடோனா (பொழுதுபோக்கு கலைஞர்)	Madonna (zangeres)
கோபனாவன்	Kopenhagen
கலினின்கிராட் ஒப்லாஸ்து	Oblast Kaliningrad
ஸ்டாக்ஹோம்	Stockholm
எல்சிங்கி	Helsinki
டப்லின்	Dublin
ரெய்க்யவிக்	Reykjavik
தாலின்	Tallinn
ரீகா	Riga
சன்சிபார்	Zanzibar (staat)
லூயிசு ஆம்சுட்ராங்	Louis Armstrong
பிராத்திஸ்லாவா	Bratislava
புடாபெஸ்ட்	Boedapest
கதான்ஸ்க்	Gdańsk
பிராங்க்ஃபுர்ட்	Frankfurt am Main
விராத்ஸ்சாஃப்	Wrocław
கொச்சி	Kochi (India)
இலந்தனம்	Lanthaan
புரோமித்தியம்	Promethium
வானியல் அலகு	Astronomische eenheid
சமாரியம்	Samarium
பாகியோ	Baguio
கடோலினியம்	Gadolinium
ஜீனடின் ஜிதேன்	Zinédine Zidane
டெர்பியம்	Terbium
கத்தோலிக்கம்	Katholicisme
லக்சம்பர்க் (நகரம்)	Luxemburg (stad)
டிசிப்ரோசியம்	Dysprosium
விவிலியம்	Bijbel (christendom)
ஓல்மியம்	Holmium
எர்பியம்	Erbium
புனோம் பென்	Phnom Penh
தூலியம்	Thulium
ஹோ சி மின் நகரம்	Ho Chi Minhstad
இட்டெர்பியம்	Ytterbium
லியுதேத்தியம்	Lutetium
ஹனோய்	Hanoi
உண்மையான இயேசு தேவாலயம்	Ware Jezuskerk
ஆங்கிலம்	Engels
பேங்காக்	Bangkok
அந்தோரா லா வேலா	Andorra la Vella
கோலாலம்பூர்	Kuala Lumpur
தாய்பெய்	Taipei (stad)
அமெரிசியம்	Americium
ஆர்க்காங்கெல்சிக் ஓபலாசுத்து	Oblast Archangelsk
கியூரியம்	Curium
கன்செப்சியான்	Concepción (Chili)
பெர்க்கிலியம்	Berkelium
கலிபோர்னியம்	Californium
பண்ணுறவாண்மை	Diplomatie
ஐன்ஸ்டைனியம்	Einsteinium
பெர்மியம்	Fermium
கலியாரி	Cagliari (stad)
மெண்டலீவியம்	Mendelevium
கீவ்	Kiev
நொபிலியம்	Nobelium
ஒன்ராறியோ	Ontario
இலாரென்சியம்	Lawrencium
கரீம் பென்சிமா	Karim Benzema
கரேலியா	Karelië (deelrepubliek)
ஒட்டாவா	Ottawa (stad)
விண்வெளிப் போட்டி	Ruimtewedloop
