ਅਫ਼ਰੀਕਾ	Afrika
ਗਾਂਬੀਆ	Gambia (land)
ਗਿਨੀ	Guinee
ਗਿਨੀ-ਬਿਸਾਊ	Guinee-Bissau
ਦੰਦ ਖੰਡ ਤਟ	Ivoorkust
ਕੈਮਰੂਨ	Kameroen
ਕੇਪ ਵਰਦੇ	Kaapverdië
ਲਿਸੋਥੋ	Lesotho
ਲਾਈਬੇਰੀਆ	Liberia
ਲੀਬੀਆ	Libië
ਮਾਦਾਗਾਸਕਰ	Madagaskar
ਮਲਾਵੀ	Malawi
ਸ਼ਟੁੱਟਗਾਟ	Stuttgart
ਮੌਰੀਤਾਨੀਆ	Mauritanië
ਮਾਰੀਸ਼ਸ	Mauritius (land)
ਮੋਰਾਕੋ	Marokko
ਮੋਜ਼ੈਂਬੀਕ	Mozambique
ਨਮੀਬੀਆ	Namibië
ਨਾਈਜਰ	Niger (land)
ਨਾਈਜੀਰੀਆ	Nigeria
ਚਾਰਲਸ ਡਾਰਵਿਨ	Charles Darwin
ਯੁਗਾਂਡਾ	Oeganda
ਰਵਾਂਡਾ	Rwanda
ਜ਼ਰਕੋਨੀਅਮ	Zirkonium
ਸਾਓ ਤੋਮੇ ਅਤੇ ਪ੍ਰਿੰਸੀਪੀ	Sao Tomé en Principe
ਸੇਨੇਗਲ	Senegal
ਸੇਸ਼ੈਲ	Seychellen
ਕਾਰਲ ਲੀਨੀਅਸ	Carolus Linnaeus
ਸਿਏਰਾ ਲਿਓਨ	Sierra Leone
ਸੋਮਾਲੀਆ	Somalië
ਨਿਓਬੀਅਮ	Niobium
ਜਵਾਹਰ ਲਾਲ ਨਹਿਰੂ	Jawaharlal Nehru
ਜੂਲੀਅਸ ਸੀਜ਼ਰ	Julius Caesar
ਸੁਡਾਨ	Soedan
ਸਵਾਜ਼ੀਲੈਂਡ	Swaziland
ਸਤਰੰਗੀ ਪੀਂਘ	Regenboog (optica)
ਮੋਲਿਬਡੇਨਮ	Molybdeen
ਟੈਕਨੀਸ਼ੀਅਮ	Technetium
ਹਾਮਬੁਰਕ	Hamburg
ਨਰਿੰਦਰ ਮੋਦੀ	Narendra Modi
ਇਮਿਊਨ ਸਿਸਟਮ	Immuunsysteem
ਗੁਜਰਾਤ	Gujarat
ਓਂਟਾਰੀਓ ਝੀਲ	Ontariomeer
ਵਿਕਾਸਵਾਦ	Evolutie (biologie)
ਸੰਯੁਕਤ ਰਾਸ਼ਟਰ	Verenigde Naties
ਸੁਪੀਰੀਅਰ ਝੀਲ	Bovenmeer
ਦਾਂਤੇ ਆਲੀਗੀਏਰੀ	Dante Alighieri
ਭੂਗਰਭ ਵਿਗਿਆਨ	Geologie
ਅਹਿਮਦਾਬਾਦ	Ahmedabad (stad)
ਭੂਗੋਲ	Aardrijkskunde
ਦਿਲ	Hart
ਦਿਮਾਗ਼	Hersenen
ਰੰਗ	Kleur
ਬਰੇਕਿੰਗ ਬੈਡ	Breaking Bad
ਨਾਂਵ	Zelfstandig naamwoord
ਪ੍ਰਾਗ	Praag
ਰ੍ਹੋਡੀਅਮ	Rhodium
ਨੀਲਾ	Blauw (kleur)
ਪੈਲੇਡੀਅਮ	Palladium (element)
ਚਾਂਦੀ	Zilver
ਕੈਡਮੀਅਮ	Cadmium
ਇੰਡੀਅਮ	Indium
ਟੀਨ	Tin (element)
ਯੂਰੇਨੀਅਮ	Uranium
ਐਂਟੀਮਨੀ	Antimoon
ਟੈਲੂਰੀਅਮ	Telluur
ਪਲੂਟੋਨੀਅਮ	Plutonium
ਆਇਓਡੀਨ	Jodium (element)
ਜ਼ੀਨਾਨ	Xenon
﻿ਐਨੀਮੇ	Anime
ਸੀਜ਼ੀਅਮ	Cesium
ਬਿਜਲਈ ਚਾਰਜ	Elektrische lading
ਬੇਰੀਅਮ	Barium
ਹਾਫ਼ਨੀਅਮ	Hafnium
ਟੈਂਟਲਮ	Tantaal
ਰੇਡੀਅਮ	Radium
ਰੇਡਾਨ	Radon (element)
ਲੋਰੈਨ	Lotharingen (Frankrijk)
ਅਲਸਾਸ	Elzas
ਇੰਦਰਾ ਗਾਂਧੀ	Indira Gandhi
ਮਰਕਰੀ	Mercurius (mythologie)
ਓਵੈਰਨੀ	Auvergne
ਮੁੰਬਈ	Bombay
ਅੰਤਰਰਾਸ਼ਟਰੀ ਅਥਲੈਟਿਕਸ ਸੰਘ ਪ੍ਰੀਸ਼ਦ	International Association of Athletics Federations
ਆਂਧਰਾ ਪ੍ਰਦੇਸ਼	Andhra Pradesh
ਅਰੁਨਾਚਲ ਪ੍ਰਦੇਸ਼	Arunachal Pradesh
ਅਸਾਮ	Assam
ਬਿਹਾਰ	Bihar
ਮਿਸ਼ੀਗਨ	Michigan
ਛੱਤੀਸਗੜ੍ਹ	Chhattisgarh
ਮਿਸ਼ੀਗਨ ਝੀਲ	Michiganmeer
ਗੋਆ	Goa (India)
ਬਰਗੰਡੀ	Bourgondië (regio)
ਹਰਿਆਣਾ	Haryana
ਹਿਮਾਚਲ ਪ੍ਰਦੇਸ਼	Himachal Pradesh
ਆਕੀਤੈਨ	Aquitanië
ਜੰਮੂ ਅਤੇ ਕਸ਼ਮੀਰ	Jammu en Kasjmir (staat)
ਪੁਇਰਤੋ ਰੀਕੋ	Puerto Rico
ਝਾਰਖੰਡ	Jharkhand
ਕਰਨਾਟਕ	Karnataka
ਕੇਰਲਾ	Kerala
ਮੱਧ ਪ੍ਰਦੇਸ਼	Madhya Pradesh
ਉਸੈਨ ਬੋਲਟ	Usain Bolt
ਲਿਮੂਜ਼ੈਂ	Limousin
ਮਹਾਂਰਾਸ਼ਟਰ	Maharashtra
ਮਨੀਪੁਰ	Manipur
ਮੇਘਾਲਿਆ	Meghalaya
ਉੱਤਰੀ ਰਾਈਨ-ਪੱਛਮੀ ਫ਼ਾਲਨ	Noordrijn-Westfalen
ਹੈੱਸਨ	Hessen
ਜ਼ਾਰਲਾਂਡ	Saarland
ਜ਼ਾਕਸਨ	Saksen (deelstaat)
ਜਾਨ ਲੈਨਨ	John Lennon
ਇਲੀਨਾਏ	Illinois (staat)
ਉੱਤਰੀ ਡਕੋਟਾ	North Dakota
ਬ੍ਰਾਂਡਨਬੁਰਕ	Brandenburg (deelstaat)
ਬਰੇਮਨ (ਰਾਜ)	Vrije Hanzestad Bremen
ਲੋਂਬਾਰਦੀਆ	Lombardije
ਦੱਖਣੀ ਡਕੋਟਾ	South Dakota
ਮੋਂਟਾਨਾ	Montana (staat)
ਵਾਇਓਮਿੰਗ	Wyoming
ਪੀਏਮੋਂਤੇ	Piëmont
ਜੇਰੂਸਲਮ	Jeruzalem
ਆਇਡਾਹੋ	Idaho
ਆਓਸਤਾ ਘਾਟੀ	Valle d'Aosta
ਵਾਸ਼ਿੰਗਟਨ (ਰਾਜ)	Washington (staat)
ਰੂਥੇਨੀਅਮ	Rutherfordium
ਨਵਾਡਾ	Nevada (staat)
ਡਾਨ (ਦਰਿਆ)	Don (Rusland)
ਹਿੰਦ ਮਹਾਂਸਾਗਰ	Indische Oceaan
ਵੈਨੇਤੋ	Veneto
ਕੋਸੋਵੋ ਗਣਰਾਜ	Kosovo
ਕਰੀਬੀਆਈ ਸਮੁੰਦਰ	Caraïbische Zee
ਕੋਫ਼ੀ ਅੰਨਾਨ	Kofi Annan
ਲਿਗੂਰੀਆ	Ligurië
ਕੋਲੋਰਾਡੋ	Colorado (staat)
ਏਮੀਲੀਆ-ਰੋਮਾਞਾ	Emilia-Romagna
ਕੋਲੋਰਾਡੋ ਦਰਿਆ	Colorado (rivier)
ਫਰਾਦਾਰੀਕ ਸ਼ੋਪੁਹ	Frédéric Chopin
ਤੋਸਕਾਨਾ	Toscane
ਮਾਰਕੇ	Marche (Italië)
ਅੰਬਰੀਆ	Umbrië
ਲਾਤਸੀਓ	Lazio
ਆਬਰੂਤਸੋ	Abruzzen
ਐਪਨਾਈਨ ਪਹਾੜ	Apennijnen
ਐਲਪ	Alpen
ਕਾਰਪਾਤੀ ਪਹਾੜ	Karpaten
ਬਲੇਸ ਪਾਸਕਾਲ	Blaise Pascal
ਸ਼ਿਕਾਗੋ	Chicago
ਦ ਬੀਟਲਜ਼	The Beatles
ਸਿਆਲ	Winter
ਸਦਾਮ ਹੁਸੈਨ	Saddam Hoessein
ਸਪੇਨੀ ਭਾਸ਼ਾ	Spaans
ਮੋਂਤੇਵੀਦਿਓ	Montevideo (stad)
ਯੋਹਾਨ ਸੇਬਾਸਤੀਅਨ ਬਾਖ਼	Johann Sebastian Bach
ਪਿਟਸਬਰਗ	Pittsburgh
ਓਪੇਰਾ	Opera (muziek)
ਫ਼ਿਲਾਡੈਲਫ਼ੀਆ	Philadelphia (Pennsylvania)
ਕੋਲਕਾਤਾ	Calcutta
ਚੇਨਈ	Madras
ਦਿੱਲੀ	Delhi (stad)
ਢਾਕਾ	Dhaka (stad)
ਬੰਗਲੌਰ	Bangalore
ਪੱਛਮੀ ਬੰਗਾਲ	West-Bengalen
ਮੱਕੜੀ	Spinnen (dieren)
ਆਰਥਰੋਪੋਡ	Geleedpotigen
ਹੈਦਰਾਬਾਦ, ਭਾਰਤ	Haiderabad (Andhra Pradesh)
ਇਸਲਾਮਾਬਾਦ	Islamabad
ਤ੍ਰਿਪੁਰਾ	Tripura
ਫਲ	Vrucht (plant)
ਮੁਦਰਾ	Geld
ਵਰਜਿਨੀਆ	Virginia (staat)
ਪੱਛਮੀ ਵਰਜਿਨੀਆ	West Virginia
ਹਿਊਰਾਨ ਝੀਲ	Huronmeer
ਨਿਊ ਯਾਰਕ	New York (staat)
ਰੋਡ ਟਾਪੂ	Rhode Island (staat)
ਮੈਰੀਲੈਂਡ	Maryland
ਡੇਲਾਵੇਅਰ	Delaware
ਵਲਾਦੀਮੀਰ ਲੈਨਿਨ	Vladimir Lenin
ਯੂਰਪੀਅਮ	Europium
ਓਹਾਇਓ	Ohio (staat)
ਵਰਜਿਲ	Vergilius
ਨਿਕੋਲੋ ਮੈਕਿਆਵੇਲੀ	Niccolò Machiavelli
ਪੈੱਨਸਿਲਵੇਨੀਆ	Pennsylvania
ਜਿਓਵਾਨੀ ਬੋਕਾਸੀਓ	Giovanni Boccaccio
ਲੁਈਗੀ ਪਿਰਾਂਦੋਲੋ	Luigi Pirandello
ਆਗਸਟਸ ਕੈਸਰ	Imperator Caesar Augustus
ਨਿਊ ਜਰਸੀ	New Jersey
ਜਿਬਰਾਲਟਰ	Gibraltar
ਫ਼ਿਨੀ ਭਾਸ਼ਾ	Fins
ਇੰਡੀਆਨਾ	Indiana
ਨੋਕੀਆ	Nokia (bedrijf)
ਕਾਰ	Auto
ਜੁਵੇਂਟਸ ਫੁੱਟਬਾਲ ਕਲੱਬ	Juventus FC
ਤਰਾਜਾਨ	Trajanus
ਰਾਜਰ ਫੈਡਰਰ	Roger Federer
ਜਾਰਜੀਆ (ਅਮਰੀਕੀ ਰਾਜ)	Georgia (staat)
ਜ਼ਾਗਰਬ	Zagreb
ਰਾਜਸਥਾਨ	Rajasthan
ਕਾਂਪਾਨੀਆ	Campania
ਟੈਕਸਸ	Texas (staat)
ਤਾਮਿਲ ਨਾਡੂ	Tamil Nadu
ਪੂਲੀਆ	Apulië
ਬਾਜ਼ਿਲੀਕਾਤਾ	Basilicata
ਉੱਤਰੀ ਕੈਰੋਲੀਨਾ	North Carolina
ਦੱਖਣੀ ਕੈਰੋਲੀਨਾ	South Carolina
ਯੂ. ਸੀ. ਸੰਪਦੋਰੀਆ	UC Sampdoria
ਕਾਲਾਬਰੀਆ	Calabrië
ਸਿਚੀਲੀਆ	Sicilië
ਮਨੀਲਾ	Manilla
ਸਾਰਦੇਞਾ	Sardinië
ਲੁਆਰ ਦਰਿਆ	Loire (rivier)
ਸੈਨ ਦਰਿਆ	Seine
ਬੋਰਦੋ	Bordeaux (stad)
ਬੁਏਨਸ ਆਇਰਸ	Buenos Aires (stad)
ਮੈਕਸੀਕੋ ਸ਼ਹਿਰ	Mexico-Stad
ਟੋਕੀਓ	Tokio
ਲਾ ਪਾਸ	La Paz (stad in Bolivia)
ਬਾਰਸੀਲੋਨਾ	Barcelona (Spanje)
ਮਿਸੀਸਿੱਪੀ	Mississippi (staat)
ਮਿੱਸੀਸਿੱਪੀ ਦਰਿਆ	Mississippi (rivier)
ਉੱਤਰ ਪ੍ਰਦੇਸ਼	Uttar Pradesh
ਉੱਤਰਾਖੰਡ	Uttarakhand
ਮਿਜ਼ੋਰਮ	Mizoram
ਸਿੱਕਮ	Sikkim
ਟੈਨੇਸੀ	Tennessee
ਰਾਬਰਟ ਲੂਈ ਸਟੀਵਨਸਨ	Robert Louis Stevenson
ਨਾਗਪੁਰ	Nagpur (stad)
ਅਬੀਜਾਨ	Abidjan
ਅਬੂ ਧਾਬੀ	Abu Dhabi (stad)
ਅਸਤਾਨਾ	Astana (stad)
ਨਿਊ ਮੈਕਸੀਕੋ	New Mexico
ਐਥਨਜ਼	Athene (stad)
ਮਿਨੇਸੋਟਾ	Minnesota
ਬਗ਼ਦਾਦ	Bagdad
ਕਾਰਾਕਾਸ	Caracas
ਵਿਸਕਾਂਸਨ	Wisconsin
ਪੁਣੇ	Poona (stad)
ਏ.ਸੀ. ਮਿਲਣ	AC Milan
ਆਇਓਵਾ	Iowa (staat)
ਨਬਰਾਸਕਾ	Nebraska
ਗੁਆਤੇਮਾਲਾ ਸ਼ਹਿਰ	Guatemala-Stad
ਕਾਂਸਸ	Kansas (staat)
ਹਵਾਨਾ	Havana
ਤਮਾਕੂ	Tabak
ਹਿੰਦੀ ਭਾਸ਼ਾ	Hindi
ਮਰਾਠੀ ਭਾਸ਼ਾ	Marathi (taal)
ਗਣੇਸ਼	Ganesha
ਮਿਜ਼ੂਰੀ	Missouri (staat)
ਲੂਈਜ਼ੀਆਨਾ	Louisiana (staat)
ਲੂਗੀ ਗੇਲਵੈਨੀ	Luigi Galvani
ਨਾਗਾਲੈਂਡ	Nagaland
ਕਿੰਟਕੀ	Kentucky
ਆਰਕੰਸਾ	Arkansas (staat)
ਨੀਲ ਆਰਮਸਟਰਾਂਗ	Neil Armstrong
ਉਰਦੂ ਭਾਸ਼ਾ	Urdu
ਏਦੀਥ ਪੀਆਫ	Édith Piaf
ਓਕਲਾਹੋਮਾ	Oklahoma
ਦਨੂਬ ਦਰਿਆ	Donau
ਰੂਆ ਦਰਿਆ	Ruhr
ਉੱਤਰੀ ਸਮੁੰਦਰ	Noordzee
ਹੈਨੋਫ਼ਾ	Hannover (stad)
ਮਿਊਨਿਖ	München
ਵਾਲੀਬਾਲ	Volleybal
ਵਿਆਨਾ	Wenen
ਕੋਪਨਹੈਗਨ	Kopenhagen
ਸਟਾਕਹੋਮ	Stockholm
ਹੈਲਸਿੰਕੀ	Helsinki
ਡਬਲਿਨ	Dublin
ਰੇਕੀਆਵਿਕ	Reykjavik
ਤਾਲਿਨ	Tallinn
ਰੀਗਾ	Riga
ਲੁਈਸ ਆਰਮਸਟਰਾਂਗ	Louis Armstrong
ਬ੍ਰਾਤਿਸਲਾਵਾ	Bratislava
ਬੁਦਾਪੈਸਤ	Boedapest
ਫ਼ਰਾਂਕਫ਼ੁਰਟ	Frankfurt am Main
ਲਕਸਮਬਰਗ (ਸ਼ਹਿਰ)	Luxemburg (stad)
ਫ਼ਾਦੁਤਸ	Vaduz
ਬਾਈਬਲ	Bijbel (christendom)
ਪਨਾਮ ਪੈਨ	Phnom Penh
ਹੋ ਚੀ ਮਿਨ ਸ਼ਹਿਰ	Ho Chi Minhstad
ਇਟਰੀਅਮ	Ytterbium
ਲੁਟੀਸ਼ੀਅਮ	Lutetium
ਹਨੋਈ	Hanoi
ਟਰੂ ਜੀਸਸ ਚਰਚ	Ware Jezuskerk
ਅੰਗਰੇਜ਼ੀ ਭਾਸ਼ਾ	Engels
ਬੈਂਕਾਕ	Bangkok
ਅੰਡੋਰਾ ਲਾ ਵੇਲਾ	Andorra la Vella
ਕੁਆਲਾ ਲੁੰਪੁਰ	Kuala Lumpur
ਤਾਈਪੇ	Taipei (stad)
ਕਾਂਸੇਪਸਿਉਂ	Concepción (Chili)
ਬਰਕੀਲੀਅਮ	Berkelium
ਕੀਵ	Kiev
ਓਂਟਾਰੀਓ	Ontario
ਓਲਿਵਰ ਗਿਰੌਦ	Olivier Giroud
ਓਟਾਵਾ	Ottawa (stad)
ਜੂਬਾ	Djoeba
ਮਾਨੀਟੋਬਾ	Manitoba
ਐਲਬਰਟਾ	Alberta
ਨੋਵਾ ਸਕੋਸ਼ਾ	Nova Scotia
ਯੇਰਵਾਨ	Jerevan
ਕਞ੍ਸ੍ਕਵਲਾ	Końskowola
ਦਾਰ ਅਸ ਸਲਾਮ	Dar es Salaam (stad)
ਖ਼ਰਤੂਮ	Khartoem
ਨਿਊ ਬਰੰਸਵਿਕ	New Brunswick
ਫ਼ਾਰਮੂਲਾ ਵਨ	Formule 1
ਬ੍ਰਿਟਿਸ਼ ਕੋਲੰਬੀਆ	Brits-Columbia
ਪ੍ਰਿੰਸ ਐਡਵਰਡ ਟਾਪੂ	Prins Edwardeiland (Canada)
ਜੈਰਲੌਂ ਸਟੇਡੀਅਮ	Stade de Gerland
2000	2000
2003	2003
੨੦੦੨	2002
2001	2001
ਸਸਕਾਚਵਾਨ	Saskatchewan
੨੦੧੨	2012
੨੦੧੧	2011
੨੦੧੦	2010
੨੦੦੯	2009
ਕਾਰਬਨ ਡਾਈਆਕਸਾਈਡ	Koolstofdioxide
੨੦੧੫	2015
ਨਿਊਫ਼ੰਡਲੈਂਡ ਅਤੇ ਲਾਬਰਾਡੋਰ	Newfoundland en Labrador
੨੦੦੮	2008
ਉੱਤਰ-ਪੱਛਮੀ ਰਾਜਖੇਤਰ	Northwest Territories
ਯੂਕੋਨ	Yukon (territorium)
੨੦੦੪	2004
੨੦੦੫	2005
੨੦੦੬	2006
ਨੂਨਾਵੁਤ	Nunavut
੨੦੦੭	2007
੧੯੦੦	1900
੧੯੦੧	1901
੧੯੦੨	1902
੧੯੦੩	1903
੧੯੦੪	1904
1905	1905
1907	1907
੧੯੦੬	1906
ਏਸੀਐਫ ਫਿਓਰੇਂਟੀਨਾ	ACF Fiorentina
1908	1908
੧੯੦੯	1909
1992	1992
੧੯੯੧	1991
1990	1990
੧੯੯੩	1993
ਐੱਸਨ	Essen (Noordrijn-Westfalen)
1994	1994
੧੯੯੫	1995
1996	1996
ਜੇਨੋਵਾ ਸੀ. ਐੱਫ਼. ਸੀ.	Genoa CFC
1910	1910
1911	1911
1912	1912
ਲਾਈਪਸਿਸ਼	Leipzig
੧੯੧੩	1913
੧੯੧੪	1914
1915	1915
੧੯੧੬	1916
੧੯੯੭	1997
1998	1998
੧੯੯੯	1999
1917	1917
੧੯੧੮	1918
ਭੋਜਨ	Voedsel
ਐਡਮੰਟਨ	Edmonton
ਸੱਪ	Slangen
ਰਿਜਾਇਨਾ	Regina (Canada)
ਸ਼ਾਰਲਟਟਾਊਨ	Charlottetown
ਵਿਕਟੋਰੀਆ, ਬ੍ਰਿਟਿਸ਼ ਕੋਲੰਬੀਆ	Victoria (Canada)
ਵਿਨੀਪੈਗ	Winnipeg
ਹੈਲੀਫ਼ੈਕਸ, ਨੋਵਾ ਸਕੋਸ਼ਾ	Halifax (Nova Scotia)
ਕੇਬੈਕ ਸ਼ਹਿਰ	Quebec (stad)
੧ ਜਨਵਰੀ	1 januari
੨ ਜਨਵਰੀ	2 januari
ਸੁਭਾਸ਼ ਚੰਦਰ ਬੋਸ	Subhas Bose
੧੯੨੦	1920
3 ਜਨਵਰੀ	3 januari
1919	1919
੧੯੨੧	1921
1922	1922
੪ ਜਨਵਰੀ	4 januari
1923	1923
1924	1924
ਲੈਨਿਨਗ੍ਰਾਦ ਓਬਲਾਸਤ	Oblast Leningrad
5 ਜਨਵਰੀ	5 januari
ਆਰੀਕਾ	Arica (stad)
੬ ਜਨਵਰੀ	6 januari
ਬਿਜਲਾਣੂ	Elektron
7 ਜਨਵਰੀ	7 januari
੮ ਜਨਵਰੀ	8 januari
੯ ਜਨਵਰੀ	9 januari
੧੦ ਜਨਵਰੀ	10 januari
੧੧ ਜਨਵਰੀ	11 januari
12 ਜਨਵਰੀ	12 januari
੧੩ ਜਨਵਰੀ	13 januari
ਬਰਮਿੰਘਮ	Birmingham (Verenigd Koninkrijk)
੧੪ ਜਨਵਰੀ	14 januari
15 ਜਨਵਰੀ	15 januari
16 ਜਨਵਰੀ	16 januari
17 ਜਨਵਰੀ	17 januari
18 ਜਨਵਰੀ	18 januari
੧੯ ਜਨਵਰੀ	19 januari
੨੦ ਜਨਵਰੀ	20 januari
ਸਨਅਤੀ ਇਨਕਲਾਬ	Industriële revolutie
ਬੈਨਜ਼ੀਨ	Benzeen
21 ਜਨਵਰੀ	21 januari
੨੨ ਜਨਵਰੀ	22 januari
੨੩ ਜਨਵਰੀ	23 januari
ਰੋਮਨ ਸਮਰਾਜ	Romeinse Keizerrijk
੨੪ ਜਨਵਰੀ	24 januari
25 ਜਨਵਰੀ	25 januari
ਮਿੰਸਕ	Minsk
26 ਜਨਵਰੀ	26 januari
੨੭ ਜਨਵਰੀ	27 januari
੨੮ ਜਨਵਰੀ	28 januari
੨੯ ਜਨਵਰੀ	29 januari
੩੦ ਜਨਵਰੀ	30 januari
੩੧ ਜਨਵਰੀ	31 januari
ਪ੍ਰੋਟਾਨ	Proton (deeltje)
2 ਦਸੰਬਰ	2 december
੧ ਦਸੰਬਰ	1 december
੩ ਦਸੰਬਰ	3 december
੭ ਦਸੰਬਰ	7 december
5 ਦਸੰਬਰ	5 december
8 ਦਸੰਬਰ	8 december
੧੦ ਦਸੰਬਰ	10 december
6 ਦਸੰਬਰ	6 december
੯ ਦਸੰਬਰ	9 december
੪ ਦਸੰਬਰ	4 december
੧ ਫ਼ਰਵਰੀ	1 februari
੨ ਫ਼ਰਵਰੀ	2 februari
੩ ਫ਼ਰਵਰੀ	3 februari
ਕੂਰੋਫ	Kurów (powiat Puławski)
੪ ਫ਼ਰਵਰੀ	4 februari
੫ ਫ਼ਰਵਰੀ	5 februari
6 ਫ਼ਰਵਰੀ	6 februari
7 ਫ਼ਰਵਰੀ	7 februari
8 ਫ਼ਰਵਰੀ	8 februari
੯ ਫ਼ਰਵਰੀ	9 februari
੧੦ ਫ਼ਰਵਰੀ	10 februari
ਰਸਾਇਣ ਵਿਗਿਆਨ	Scheikunde
14 ਫ਼ਰਵਰੀ	14 februari
13 ਫ਼ਰਵਰੀ	13 februari
੧੫ ਫ਼ਰਵਰੀ	15 februari
11 ਫ਼ਰਵਰੀ	11 februari
12 ਫ਼ਰਵਰੀ	12 februari
ਰੋਬਿਨ ਵੈਨ ਪਰਸੀ	Robin van Persie
੧੯ ਫ਼ਰਵਰੀ	19 februari
੧੭ ਫ਼ਰਵਰੀ	17 februari
੧੬ ਫ਼ਰਵਰੀ	16 februari
18 ਫ਼ਰਵਰੀ	18 februari
੨੦ ਫ਼ਰਵਰੀ	20 februari
ਅਬਿਜਲਕਣ	Neutron
੨੧ ਫ਼ਰਵਰੀ	21 februari
੨੨ ਫ਼ਰਵਰੀ	22 februari
੨੩ ਫ਼ਰਵਰੀ	23 februari
੨੪ ਫ਼ਰਵਰੀ	24 februari
25 ਫ਼ਰਵਰੀ	25 februari
੨੬ ਫ਼ਰਵਰੀ	26 februari
੨੭ ਫ਼ਰਵਰੀ	27 februari
੨੮ ਫ਼ਰਵਰੀ	28 februari
੧੧ ਦਸੰਬਰ	11 december
੨੯ ਫ਼ਰਵਰੀ	29 februari
੧੨ ਦਸੰਬਰ	12 december
੧੩ ਦਸੰਬਰ	13 december
14 ਦਸੰਬਰ	14 december
੧੫ ਦਸੰਬਰ	15 december
2 ਮਾਰਚ	2 maart
3 ਮਾਰਚ	3 maart
5 ਮਾਰਚ	5 maart
1 ਮਾਰਚ	1 maart
7 ਮਾਰਚ	7 maart
੮ ਮਾਰਚ	8 maart
4 ਮਾਰਚ	4 maart
੧੦ ਮਾਰਚ	10 maart
੧੧ ਮਾਰਚ	11 maart
6 ਮਾਰਚ	6 maart
੧੩ ਮਾਰਚ	13 maart
9 ਮਾਰਚ	9 maart
੧੨ ਮਾਰਚ	12 maart
੧੫ ਮਾਰਚ	15 maart
੧੪ ਮਾਰਚ	14 maart
ਸੀ++	C++
ਲੂਣ ਦਾ ਤਿਜ਼ਾਬ	Zoutzuur
੧੬ ਦਸੰਬਰ	16 december
੧੭ ਦਸੰਬਰ	17 december
16 ਮਾਰਚ	16 maart
੧੭ ਮਾਰਚ	17 maart
੧੮ ਮਾਰਚ	18 maart
੧੯ ਮਾਰਚ	19 maart
1989	1989
1988	1988
੨੦ ਮਾਰਚ	20 maart
੧੯੮੭	1987
੧੯੮੬	1986
੧੯੮੫	1985
1984	1984
੨੧ ਮਾਰਚ	21 maart
੧੯੮੩	1983
੨੨ ਮਾਰਚ	22 maart
1982	1982
੧੯੮੧	1981
੧੮ ਦਸੰਬਰ	18 december
੧੯੮੦	1980
੨੩ ਮਾਰਚ	23 maart
ਮਕਦੀਸ਼ੂ	Mogadishu
19 ਦਸੰਬਰ	19 december
੨੪ ਮਾਰਚ	24 maart
੨੫ ਮਾਰਚ	25 maart
੨੦ ਦਸੰਬਰ	20 december
੨੬ ਮਾਰਚ	26 maart
੨੭ ਮਾਰਚ	27 maart
੨੮ ਮਾਰਚ	28 maart
੨੯ ਮਾਰਚ	29 maart
੩੦ ਮਾਰਚ	30 maart
੩੧ ਮਾਰਚ	31 maart
ਨਸਾਊ	Nassau (Bahama's)
ਸਨਾ	Sanaa
੧੯੭੦	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
੧੯੭੭	1977
੧੯੭੮	1978
੧੯੭੯	1979
੧੯੬੯	1969
ਤੀਹ-ਸਾਲਾ ਜੰਗ	Dertigjarige Oorlog
ਸਰਪਿਲ ਆਕਾਸ਼ਗੰਗਾ	Spiraalvormig sterrenstelsel
15 ਅਪਰੈਲ	15 april
੧੩ ਅਪ੍ਰੈਲ	13 april
12 ਅਪ੍ਰੈਲ	12 april
14 ਅਪ੍ਰੈਲ	14 april
11 ਅਪ੍ਰੈਲ	11 april
੧੦ ਅਪ੍ਰੈਲ	10 april
੮ ਅਪਰੈਲ	8 april
9 ਅਪ੍ਰੈਲ	9 april
੭ ਅਪ੍ਰੈਲ	7 april
੬ ਅਪ੍ਰੈਲ	6 april
੫ ਅਪ੍ਰੈਲ	5 april
4 ਅਪ੍ਰੈਲ	4 april
੩ ਅਪ੍ਰੈਲ	3 april
1 ਅਪ੍ਰੈਲ	1 april
੨ ਅਪ੍ਰੈਲ	2 april
16 ਅਪ੍ਰੈਲ	16 april
17 ਅਪ੍ਰੈਲ	17 april
18 ਅਪ੍ਰੈਲ	18 april
19 ਅਪ੍ਰੈਲ	19 april
20 ਅਪ੍ਰੈਲ	20 april
੨੧ ਅਪ੍ਰੈਲ	21 april
੨੨ ਅਪ੍ਰੈਲ	22 april
੨੩ ਅਪ੍ਰੈਲ	23 april
੨੪ ਅਪ੍ਰੈਲ	24 april
25 ਅਪ੍ਰੈਲ	25 april
੨੬ ਅਪ੍ਰੈਲ	26 april
੨੭ ਅਪ੍ਰੈਲ	27 april
28 ਅਪ੍ਰੈਲ	28 april
29 ਅਪਰੈਲ	29 april
੩੦ ਅਪ੍ਰੈਲ	30 april
ਕੁਦਰਤੀ ਉਪਗ੍ਰਹਿ	Natuurlijke maan
1 ਮਈ	1 mei
੨ ਮਈ	2 mei
3 ਮਈ	3 mei
4 ਮਈ	4 mei
5 ਮਈ	5 mei
6 ਮਈ	6 mei
੭ ਮਈ	7 mei
੮ ਮਈ	8 mei
9 ਮਈ	9 mei
10 ਮਈ	10 mei
11 ਮਈ	11 mei
