ఆఫ్రికా	Afrika
డిసెంబర్ 19	19 december
మార్చి 24	24 maart
మార్చి 25	25 maart
డిసెంబర్ 20	20 december
మార్చి 26	26 maart
మార్చి 27	27 maart
మార్చి 28	28 maart
మార్చి 29	29 maart
మార్చి 30	30 maart
మార్చి 31	31 maart
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
ఏప్రిల్ 15	15 april
ఏప్రిల్ 13	13 april
ఏప్రిల్ 12	12 april
ఏప్రిల్ 14	14 april
ఏప్రిల్ 11	11 april
ఏప్రిల్ 10	10 april
ఏప్రిల్ 8	8 april
ఏప్రిల్ 9	9 april
ఏప్రిల్ 7	7 april
ఏప్రిల్ 6	6 april
ఏప్రిల్ 5	5 april
ఏప్రిల్ 4	4 april
ఏప్రిల్ 3	3 april
ఏప్రిల్ 1	1 april
ఏప్రిల్ 2	2 april
హబుల్ టెలీస్కోపు	Ruimtetelescoop Hubble
ఏప్రిల్ 16	16 april
ఏప్రిల్ 17	17 april
ఏప్రిల్ 18	18 april
ఏప్రిల్ 19	19 april
ఏప్రిల్ 20	20 april
ఏప్రిల్ 21	21 april
ఏప్రిల్ 22	22 april
ఏప్రిల్ 23	23 april
ఏప్రిల్ 24	24 april
ఏప్రిల్ 25	25 april
ఏప్రిల్ 26	26 april
ఏప్రిల్ 27	27 april
ఏప్రిల్ 28	28 april
ఏప్రిల్ 29	29 april
ఏప్రిల్ 30	30 april
ఉపగ్రహం	Natuurlijke maan
మే 1	1 mei
మే 2	2 mei
మే 3	3 mei
మే 4	4 mei
మే 5	5 mei
మే 6	6 mei
మే 7	7 mei
మే 8	8 mei
మే 9	9 mei
మే 10	10 mei
మే 11	11 mei
మే 12	12 mei
మే 13	13 mei
మే 14	14 mei
మే 15	15 mei
మే 16	16 mei
మే 17	17 mei
మే 18	18 mei
మే 19	19 mei
మే 20	20 mei
మే 21	21 mei
మే 22	22 mei
మే 23	23 mei
మే 24	24 mei
మే 25	25 mei
మే 26	26 mei
మే 27	27 mei
మే 28	28 mei
మే 29	29 mei
మే 30	30 mei
మే 31	31 mei
డిసెంబర్ 21	21 december
జూన్ 14	14 juni
జూన్ 15	15 juni
జూన్ 13	13 juni
జూన్ 10	10 juni
జూన్ 7	7 juni
జూన్ 11	11 juni
జూన్ 9	9 juni
జూన్ 12	12 juni
జూన్ 6	6 juni
జూన్ 8	8 juni
జూన్ 5	5 juni
జూన్ 3	3 juni
జూన్ 2	2 juni
జూన్ 1	1 juni
జూన్ 4	4 juni
డిసెంబర్ 22	22 december
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
జూన్ 16	16 juni
జూన్ 30	30 juni
జూన్ 29	29 juni
జూన్ 28	28 juni
జూన్ 26	26 juni
జూన్ 25	25 juni
జూన్ 22	22 juni
జూన్ 27	27 juni
జూన్ 24	24 juni
జూన్ 20	20 juni
జూన్ 23	23 juni
జూన్ 19	19 juni
జూన్ 18	18 juni
జూన్ 21	21 juni
జూన్ 17	17 juni
డిసెంబర్ 23	23 december
బ్రూస్ విల్లీస్	Bruce Willis
ఆర్నాల్డ్ స్క్వార్జెనెగర్	Arnold Schwarzenegger
జూలై 15	15 juli
జూలై 13	13 juli
జూలై 12	12 juli
జూలై 10	10 juli
జూలై 9	9 juli
జూలై 14	14 juli
జూలై 8	8 juli
జూలై 7	7 juli
జూలై 6	6 juli
జూలై 5	5 juli
జూలై 2	2 juli
జూలై 4	4 juli
జూలై 3	3 juli
జూలై 1	1 juli
జూలై 11	11 juli
డిసెంబర్ 24	24 december
జూలై 31	31 juli
జూలై 30	30 juli
జూలై 29	29 juli
జూలై 28	28 juli
జూలై 27	27 juli
జూలై 25	25 juli
జూలై 24	24 juli
జూలై 23	23 juli
జూలై 26	26 juli
జూలై 22	22 juli
జూలై 19	19 juli
జూలై 21	21 juli
జూలై 20	20 juli
జూలై 17	17 juli
జూలై 18	18 juli
జూలై 16	16 juli
కాల్బంతి	Voetbal
డిసెంబర్ 25	25 december
1963	1963
డిసెంబర్ 26	26 december
1962	1962
ఐఫోన్	IPhone
ఆగష్టు 14	14 augustus
ఆగష్టు 15	15 augustus
ఆగష్టు 13	13 augustus
ఆగష్టు 12	12 augustus
ఆగష్టు 11	11 augustus
ఆగష్టు 10	10 augustus
ఆగష్టు 8	8 augustus
ఆగష్టు 7	7 augustus
ఆగష్టు 9	9 augustus
ఆగష్టు 5	5 augustus
ఆగష్టు 4	4 augustus
ఆగష్టు 2	2 augustus
ఆగష్టు 3	3 augustus
ఆగష్టు 6	6 augustus
ఆగష్టు 1	1 augustus
ఐప్యాడ్	IPad
డిసెంబర్ 27	27 december
జలాంతర్గామి	Onderzeeboot
ఆగష్టు 16	16 augustus
ఆగష్టు 29	29 augustus
ఆగష్టు 28	28 augustus
ఆగష్టు 30	30 augustus
ఆగష్టు 25	25 augustus
ఆగష్టు 26	26 augustus
ఆగష్టు 23	23 augustus
ఆగష్టు 27	27 augustus
ఆగష్టు 21	21 augustus
ఆగష్టు 20	20 augustus
ఆగష్టు 24	24 augustus
ఆగష్టు 18	18 augustus
ఆగష్టు 17	17 augustus
ఆగష్టు 22	22 augustus
ఆగష్టు 19	19 augustus
ఆగష్టు 31	31 augustus
మైకల్ జాక్సన్	Michael Jackson
డిసెంబర్ 28	28 december
అఫాసియా (మెదడు వ్యాధి వల్ల మాట పోవడం)	Afasie
ఫ్లూ	Griep
సెప్టెంబర్ 15	15 september
సెప్టెంబర్ 14	14 september
సెప్టెంబర్ 13	13 september
సెప్టెంబర్ 12	12 september
సెప్టెంబర్ 8	8 september
సెప్టెంబర్ 11	11 september
సెప్టెంబర్ 7	7 september
సెప్టెంబర్ 10	10 september
సెప్టెంబర్ 5	5 september
సెప్టెంబర్ 4	4 september
సెప్టెంబర్ 9	9 september
సెప్టెంబర్‌ 2	2 september
సెప్టెంబర్ 6	6 september
సెప్టెంబర్ 1	1 september
సెప్టెంబర్‌ 3	3 september
డిసెంబర్ 29	29 december
వివిక్త కొసైన్ పరివర్తనం	Discrete cosinustransformatie
సెప్టెంబర్ 30	30 september
సెప్టెంబర్ 29	29 september
సెప్టెంబర్ 28	28 september
సెప్టెంబర్ 27	27 september
సెప్టెంబర్ 26	26 september
సెప్టెంబర్ 25	25 september
సెప్టెంబర్ 23	23 september
సెప్టెంబర్ 22	22 september
సెప్టెంబర్ 24	24 september
సెప్టెంబర్ 21	21 september
సెప్టెంబర్ 20	20 september
సెప్టెంబర్ 18	18 september
సెప్టెంబర్ 17	17 september
సెప్టెంబర్ 19	19 september
సెప్టెంబర్ 16	16 september
డిసెంబర్ 30	30 december
డిసెంబర్ 31	31 december
అక్టోబర్ 1	1 oktober
అక్టోబర్ 15	15 oktober
అక్టోబర్ 12	12 oktober
అక్టోబర్ 10	10 oktober
అక్టోబర్ 14	14 oktober
అక్టోబర్ 9	9 oktober
అక్టోబర్ 8	8 oktober
అక్టోబర్ 13	13 oktober
అక్టోబర్ 7	7 oktober
అక్టోబర్ 11	11 oktober
అక్టోబర్ 6	6 oktober
అక్టోబర్ 4	4 oktober
అక్టోబర్ 5	5 oktober
అక్టోబర్ 3	3 oktober
అక్టోబర్ 2	2 oktober
మేక	Geit
అక్టోబర్ 31	31 oktober
అక్టోబర్ 30	30 oktober
అక్టోబర్ 29	29 oktober
అక్టోబర్ 28	28 oktober
అక్టోబర్ 26	26 oktober
అక్టోబర్ 25	25 oktober
అక్టోబర్ 24	24 oktober
అక్టోబర్ 27	27 oktober
అక్టోబర్ 22	22 oktober
అక్టోబర్ 23	23 oktober
అక్టోబర్ 20	20 oktober
అక్టోబర్ 21	21 oktober
అక్టోబర్ 19	19 oktober
అక్టోబర్ 17	17 oktober
అక్టోబర్ 16	16 oktober
అక్టోబర్ 18	18 oktober
నవంబర్ 15	15 november
నవంబర్ 14	14 november
నవంబర్ 13	13 november
నవంబర్ 12	12 november
నవంబర్ 11	11 november
నవంబర్ 10	10 november
నవంబర్ 7	7 november
నవంబర్ 8	8 november
నవంబర్ 9	9 november
నవంబర్ 6	6 november
నవంబర్ 5	5 november
నవంబర్ 4	4 november
నవంబర్ 3	3 november
నవంబర్ 2	2 november
నవంబర్ 1	1 november
అబ్బాయి	Jongen
నవంబర్ 30	30 november
నవంబర్ 29	29 november
నవంబర్ 28	28 november
నవంబర్ 27	27 november
నవంబర్ 26	26 november
నవంబర్ 25	25 november
నవంబర్ 23	23 november
నవంబర్ 24	24 november
నవంబర్ 21	21 november
నవంబర్ 20	20 november
నవంబర్ 22	22 november
నవంబర్ 19	19 november
నవంబర్ 18	18 november
నవంబర్ 17	17 november
నవంబర్ 16	16 november
అమ్మాయి	Meisje
సిడ్నీ	Sydney
మెల్బోర్న్	Melbourne
ఎరుపు	Rood (kleur)
అగ్ని	Vuur
ఫోటాన్	Foton
భూమి వాతావరణం	Aardatmosfeer
జార్జ్ ఆర్వెల్	George Orwell
నైలు నది	Nijl
కాంగో నది	Kongo (rivier)
తోకచుక్క	Komeet
టెహరాన్	Teheran
అద్దిస్ అబాబా	Addis Abeba
జకార్తా	Jakarta
అంకారా	Ankara
1961	1961
అడుగు (కొలమానం)	Voet (lengtemaat)
1960	1960
జావా (ద్వీపం)	Java (eiland)
అమెజాన్ నది	Amazone (rivier)
మస్కట్	Masqat
గ్రహశకలం	Planetoïde
అమెజాన్.కాం	Amazon.com
సూర్య గ్రహణం	Zonsverduistering
అడిడాస్	Adidas
పాఠశాల	School (instelling)
విశ్వవిద్యాలయం	Universiteit
ప్రిటోరియా	Pretoria
టేబుల్ టెన్నిస్	Tafeltennis
సూపర్ నోవా	Supernova
వికీపీడియా:Sandbox	Wikipedia:Zandbak
ఇల్లు	Huis (woning)
పట్టణం	Town
ల్యాప్‌టాప్	Laptop
కంప్యూటర్ హార్డ్‌వేర్	Hardware
బీజగణితం	Algebra
పటము	Kaart (cartografie)
నది	Rivier
ఓఝస్కు	Osasco (Brazilië)
గ్లాస్గో	Glasgow
న్యూట్రాన్ తార	Neutronenster
టెలిస్కోపు	Telescoop (optica)
రేడియో తరంగాలు	Radiogolf
పెట్టుబడి	Investering
రేడియో ఖగోళశాస్త్రం	Radioastronomie
మదర్ బోర్డు	Moederbord
కురితీబా	Curitiba (gemeente)
అడవి	Bos (vegetatie)
వర్గం:1888	Categorie:1888
యుఎస్‌బి ఫ్లాష్ డ్రైవ్ (USB Flash Drive)	USB-stick
జిచిఉజ్ఫాలు	Zichyújfalu
హార్డ్ డిస్క్ డ్రైవ్	Harde schijf
మిట్ రోమ్నీ	Mitt Romney
నౌకాదళం	Marine (strijdmacht)
సుందరవనాలు	Sundarbans
పడమటి కనుమలు	West-Ghats
భారత పర్వత రైల్వేలు	Bergspoorwegen van India
సహకార సంఘాలు	Coöperatie
రాజీవ్ గాంధీ	Rajiv Gandhi
కన్ఫ్యూషియస్	Confucius
మార్లిన్ మన్రో	Marilyn Monroe
కర్బిన్ బ్ల్యు	Corbin Bleu
వర్గం:గణిత శాస్త్రము	Categorie:Wiskunde
సూరత్	Surat (India)
వర్గం:భారతదేశ చరిత్ర	Categorie:Geschiedenis van India
బాలి	Bali (eiland)
షెర్లాక్ హోమ్స్	Sherlock Holmes
సాంస్కృతిక పునరుజ్జీవనం	Renaissance
గూడు	Vogelnest
స్తంభం	Zuil (bouwkunde)
యూరో	Euro
మధ్యధరా సముద్రము	Middellandse Zee
లారీ పేజ్	Larry Page
క్రైస్తవ మతము	Christendom
బెర్లిన్ గోడ	Berlijnse Muur
గంగా నది	Ganges (rivier)
బియ్యము	Rijst
ఖండం	Continent
మూస:ALA	Sjabloon:AX
అడిలైడ్	Adelaide (Australië)
పక్షి	Vogels
రాజధాని	Hoofdstad
గుజరాతి భాష	Gujarati (taal)
నెల	Maand
ముస్తఫా కమాల్ అతాతుర్క్	Mustafa Kemal Atatürk
1948	1948
నెమటోడ	Rondwormen
1949	1949
ఫిబ్రవరి 2008	Februari 2008
1956	1956
1941	1941
1945	1945
1958	1958
శాతవాహనులు	Satavahanadynastie
1926	1926
1947	1947
హిప్పోక్రేట్స్	Hippocrates van Kos
1944	1944
1952	1952
వజ్రం	Diamant
బిల్ గేట్స్	Bill Gates
విజ్ఞాన సర్వస్వము	Encyclopedie
ఫ్లాపీ	Diskette
డీవీడీ	Dvd
రాండమ్ ఏక్సెస్ మెమరీ	Random-access memory
మొదటి పేజీ	Hoofdpagina
కేంద్రీయ కార్యసరణి విభాగం	Processor (computer)
1959	1959
గ్రాఫైట్	Grafiet
1957	1957
రాతి ఉప్పు	Haliet
