આફ્રિકા	Afrika
પશ્ચિમ સિક્કિમ જિલ્લો	West-Sikkim
કૈથલ જિલ્લો	Kaithal (district)
કન્નોજ	Kannauj (stad)
એલેન્ડ રોડ	Elland Road
કિંગ પાવર સ્ટેડિયમ	Walkers Stadium
શ્યોપુર જિલ્લો	Sheopur (district)
ઉમરિયા જિલ્લો	Umaria (district)
હોશંગાબાદ જિલ્લો	Hoshangabad (district)
દહીં	Wrongel
બાગપત	Bagpat (stad)
બાલાસિનોર	Balasinor
ઓનલાઈન વિજ્ઞાપન	Internetreclame
દક્ષિણ ગંગોત્રી	Dakshin Gangotri
અરવલ્લી	Aravalligebergte
કન્નોજ જિલ્લો	Kannauj (district)
કે સી સ્ટેડિયમ	KC Stadium
સાબરમતી નદી	Sabarmati
જબલપુર જિલ્લો	Jabalpur (district)
હંગ્રી પેઢીના	Hungryalisme
બલ્લારપુર	Ballarpur
દીમાપૂર જિલ્લો	Dimapur (district)
અરમાની	Armani
ડેરી	Zuivelfabriek
બહરૈચ	Bahraich (stad)
ગોડ્ડા જિલ્લો	Godda (district)
ઓરાઇ	Orai
આસો	Ashvina
હિલ્સબોરો સ્ટેડિયમ	Hillsborough (stadion)
ઉજળો ગીધ	Himalayagier
માઇક્રોસોફ્ટ ઓફિસ ૨૦૦૭	Microsoft Office 2007
ભિવંડી	Bhiwandi
ખંભાતનો અખાત	Golf van Khambhat
સિરમૌર જિલ્લો	Sirmaur (district)
બાજરો	Parelgierst
સાધુ	Sadhoe
છત્રપુર	Chhatrapur
અપરિગ્રહ	Aparigraha
ખોર્ધા જિલ્લો	Khordha (district)
કાંગડા	Kangra (stad)
ઝીરો, અરુણાચલ પ્રદેશ	Ziro (India)
મસૂરી	Mussoorie
ઘંટી	Molensteen
પદ્મવિભૂષણ	Padma Vibhushan
માચુ પીચુ	Machu Picchu
વિપશ્યના	Vipassana
તેલંગાણા	Telangana
ટ્રાન્સપોર્ટ ફોર લંડન	Transport for London
શ્રીમદ્ ભાગવતમ્	Srimad bhagavatam
ટર્ફ મૂરે	Turf Moor
મહેન્દ્રગઢ જિલ્લો	Mahendragarh (district)
પક્ષી અવલોકન	Vogelen
ભદ્રક જિલ્લો	Bhadrak (district)
બાતુ ગુફાઓ (મલેશિયા)	Batugrotten
વૃંદાવન	Vrindavan
રિંગટોન	Beltoon
વિકેટ કીપર	Wicketkeeper
માઉન્ટ આબુ	Abu (berg)
ભારતીય સંસદ	Parlement van India
તાપી નદી	Tapti (rivier)
વર્ધમાન	Bardhaman (stad)
બસ્તી	Basti (district)
૧૦૨ (અંક)	102 (getal)
વાલ્મીકિ	Valmiki
આર્ય સમાજ	Arya Samaj
ફ્રીલેન્ડગંજ	Freelandgunj
ગણદેવી	Gandevi
વાંદરું	Hoelmans
કાંગડા જિલ્લો	Kangra (district)
ટિંડોળી	Tindola
ઋગ્વેદ	Rig-Veda
ગાયત્રી	Gayatri
ગંગુબાઇ હંગલ	Gangubai Hangal
દેવરિયા જિલ્લો	Deoria (district)
હઠ યોગ	Hatha-yoga
વેરિસાઇન	Verisign
વીંજ	Rassé
હુગલી નદી	Hooghly (rivier)
ગ્લોક પિસ્તોલ	Glock (pistool)
કેદારનાથ	Kedarnath
ભારતીય જ્યોતિષવિદ્યા	Vedische astrologie
ઇન્દૌર જિલ્લો	Indore (district)
ચિકમંગલૂર જિલ્લો	Chikmagalur (district)
વેક્યૂમ પંપ	Vacuümpomp
કટની જિલ્લો	Katni (district)
પુષ્કર	Pushkar
કાળો જળ કાગડો	Indische aalscholver
પાપલેટ માછલી	Zilvervissen
મમિત જિલ્લો	Mamit (district)
કોણાર્ક સૂર્ય મંદિર	Zonnetempel van Konarak
કાયામ્બે (જ્વાળામુખી)	Cayambe (vulkaan)
જળ માર્જર	Slanke otter
તાંગ્ગુલા રેલ્વે સ્ટેશન (તિબેટ)	Station Tanggula
માલદિવ્સ ના ટાપુઓ	Atollen van de Maldiven
ભિલવાડા	Bhilwara (stad)
હિંગણઘાટ (વર્ધા)	Hinganghat
હાવેરી જિલ્લો	Haveri (district)
અલીગઢ જિલ્લો	Aligarh (district)
સાહિબગંજ જિલ્લો	Sahibganj (district)
સિંધુદુર્ગ જિલ્લો	Sindhudurg (district)
દક્ષિણ એશિયા	Zuid-Azië
નૈનિતાલ	Nainital (stad)
ગંજામ જિલ્લો	Ganjam (district)
કપૂરથલા	Kapurthala (stad)
સ્વલૈંગિકૌત્તેજના	Autoseksualiteit
કંપની (કાયદો)	Vennootschap
આઝમગઢ જિલ્લો	Azamgarh (district)
દરજીડો	Langstaartsnijdervogel
ભુસાવળ	Bhusawal
બિજનૌર	Bijnor (stad)
બીએસઈ સેન્સેક્સ	BSE Sensex
કાઠમંડુ જિલ્લો, નેપાળ	Kathmandu (district)
બાબર	Babur
કોયલ	Indische koël
બદૌન	Budaun (stad)
બલાંગીર જિલ્લો	Bolangir (district)
બનારસ હિંદુ યુનિવર્સિટી	Banaras Hindu-universiteit
વાંસવાડા જિલ્લો	Banswara (district)
વર્ધમાન જિલ્લો	Bardhaman (district)
બરગઢ જિલ્લો	Bargarh (district)
શિન્તો	Shintoïsme
સમઘન	Kubus (ruimtelijke figuur)
બીડ	Beed (stad)
બીડ જિલ્લો	Beed (district)
બેલગામ જિલ્લો	Belgaum (district)
સેન્ટ એન્ડ્રુ સ્ટેડિયમ	St. Andrews Stadium
ભારતીય રેલ	Indian Railways
વેબ ઓન્ટોલોજિ ભાષા	Web Ontology Language
નાનો કરકરીયો	Veldrietzanger
હવા મહેલ	Hawa Mahal
લાહૌલ અને સ્પીતી જિલ્લો	Lahul and Spiti
કથકલી	Kathakali
ચાતક	Jacobijnkoekoek
સ્મૃતિ	Smriti
એસ્કેરિયાસિસ	Ascariasis
ડાંગર	Rijstveld
કુંતી	Kunti
કચ્છનો અખાત	Golf van Kutch
મછલીપટનમ	Masulipatnam
ભારતીય તારક કાચબો	Sterschildpad
શિવરાત્રિ	Mahashivaratri
ચંદ્રગુપ્ત પ્રથમ	Chandragupta I
ધોતીયું	Dhoti
અશ્વગંધા (વનસ્પતિ)	Ashwaganda
ભજન	Bhajan
ભરતપુર જિલ્લો	Bharatpur (district)
ભરૂચ જિલ્લો	Bharuch (district)
ભાવનગર જિલ્લો	Bhavnagar (district)
વિશ્વ જનસંખ્યા દિન	Wereldbevolkingsdag
ઝભ્ભો	Kurta
વરૂ	Indische wolf
બોડેલી	Bodeli
વરાહમિહિર	Varahamihira
ચાળીસગાંવ	Chalisgaon
ચંપાવત	Champawat (stad)
ચંદ્રપૂર	Chandrapur (stad)
ચલથાણ	Chalthan
ચામરાજનગર જિલ્લો	Chamarajanagar (district)
ભુજંગાસન	Bhujangasana
રાજગીર	Rajgir
ઘોરાડ	Indische trap
ભારતનું પ્રવેશદ્વાર	Gateway of India
કાર્ડિફ સિટી સ્ટેડિયમ	Cardiff City Stadium
ટ્વેન્ટી20	Twenty20
ચૈતન્ય મહાપ્રભુ	Chaitanya
ઈટાવા	Etawah (stad)
ચેંગલોન્ગ	Changlang (stad)
ઉજ્જૈન જિલ્લો	Ujjain (district)
બ્રહ્મોસમાજ	Brahmo Samaj
શૂદ્ર	Shudra
દહનશીલતા	Ontvlambaar
મદદ:સૂચિ	Portaal:Hulp en beheer
ટોંક જિલ્લો	Tonk (district)
રાયચૂર	Raichur (stad)
લક્ષ્મણ	Lakshmana
પાપડ	Papadum
ઢોસા	Dosa
કનરા બુલબુલ	Witwangbuulbuul
સીતાપુર	Sitapur (stad)
લઘુ ધિરાણ	Microfinanciering
અરડૂસી	Malabarnoot
એલેપ્પી જિલ્લો	Alappuzha (district)
ગણેશ ચતુર્થી	Ganesh Chaturthi
ગુના જિલ્લો	Guna (district)
રોકડીયો પાક	Handelsgewas
પદ્મભૂષણ	Padma Bhushan
શિંગોડા (ફળ)	Chinese waterkastanje
વિષ્ણુપુર જિલ્લો	Bishnupur (district)
તીતર	Grijze frankolijn
ખાખરો	Butea monosperma
થાણા જિલ્લો	Thane (district)
સિલચર	Silchar
વિષ્ણુ સહસ્રનામ	Vishnu sahasranama
પર્યાવરણીય શિક્ષણ	Natuur- en milieueducatie
શાસ્ત્રીય ભાષા	Klassieke talen
પદ્મશ્રી	Padma Shri
શોલે	Sholay
લાખ	Lakh
કોહિમા જિલ્લો	Kohima (district)
કોપ્પલ જિલ્લો	Koppal (district)
ફોર્બ્સ	Forbes (tijdschrift)
હસન જિલ્લો	Hassan (district)
મલપ્પુરમ	Malappuram (stad)
વીણા	Vina (snaarinstrument)
વાંસળી	Bansuri
કપાલભાતિ	Kapalabhati
રોહતક જિલ્લો	Rohtak (district)
મુગલસરાય	Mughalsarai
ગૂડિસન પાર્ક	Goodison Park
જગતસિંહપુર જિલ્લો	Jagatsinghpur (district)
કુરુક્ષેત્ર જિલ્લો	Kurukshetra (district)
વર્ધા જિલ્લો	Wardha (district)
ચિકમંગલુર	Chikmagalur (stad)
યુધિષ્ઠિર	Yudhishtira
કોટા જિલ્લો	Kota (district)
રાયબરેલી	Rae Bareli (stad)
વરૂણ	Varuna (god)
એલુર	Eluru
તવાંગ	Tawang (plaats in India)
માંડ્યા	Mandya (stad)
સુલ્તાનપુર	Sultanpur (Uttar Pradesh)
લલિતપુર	Lalitpur (India)
એર્નાકુલમ	Ernakulam (stadsdeel)
જૌનપુર	Jaunpur (stad)
મહારાજગંજ	Maharajganj (hoofdstad)
શ્રવણબેલગોડા	Sravanabelagola
હાફલોન્ગ	Haflong
પ્રતાપગઢ	Pratapgarh City
મલપ્પુરમ જિલ્લો	Malappuram (district)
હેલ બેરી	Halle Berry
અબાબીલ લટોરો	Grijze spitsvogel
જેટકનેક્ટ	JetLite
દ્રૌપદી	Draupadi
ચંબા જિલ્લો	Chamba (district)
ચંબલ નદી	Chambal (rivier)
આઇ એસ ઓ ૯૦૦૧	ISO 9001
ઇન્દ્રરાજ	Malabarfluitlijster
કચ્છ જિલ્લો	Kutch
સેલહર્સ્ટ પાર્ક	Selhurst Park
યોગસૂત્ર	Yogasoetra's
સૌરાષ્ટ્ર	Saurashtra
કંસારો (પક્ષી)	Kopersmid (vogel)
ચિત્તોડગઢ જિલ્લો	Chittorgarh (district)
તીર્થંકર	Tirthankara
કાળા માથાનો કશ્યો	Zwartkoprupsvogel
દર્શન	Hindoeïstische filosofie
અગન ચંડુલ	Oosterse struikleeuwerik
શિરાજી કાબર	Oevermaina
ચુરુ જિલ્લો	Churu (district)
ઓમકારેશ્વર	Omkareshwar
કેમ્પર્સ નેટવર્ક	Campus area network
હરીયલ	Geelpootpapegaaiduif
અષાઢ	Aashaadha
ચિખલદારા	Chikhaldara
લલિતપુર જિલ્લો, નેપાળ	Lalitpur (district in Nepal)
કચ્છનું મોટું રણ	Rann van Kutch
પકોડી	Pakora
ક્રિકેટ વિશ્વ કપ ૨૦૦૭	Wereldkampioenschap cricket 2007
લીડ્ઝ યુનાઈટેડ ફૂટબૉલ ક્લબ	Leeds United AFC
લિવરપૂલ ફૂટબોલ ક્લબ	Liverpool FC
જયપુર જિલ્લો	Jaipur (district)
સાતારા જિલ્લો	Satara (district)
ડાંગ જિલ્લો	Dang (India)
ખીજડો	Prosopis cineraria
ઈન્સીડ	INSEAD
કરોડ	Crore
સૂર્યનમસ્કાર	Zonnegroet
દાળ	Dal (gerecht)
પનીર	Paneer
કોઝીક્કોડ જિલ્લો	Kozhikode (district)
નદિયા જિલ્લો	Nadia (district)
મિર્જાપુર જિલ્લો	Mirzapur (district)
ગોરખપુર જિલ્લો	Gorakhpur (district)
હઠયોગ પ્રદીપિકા	Hatha yoga pradipika
આંતરરાષ્ટ્રીય પરીચારિકા દિવસ	Dag van de Verpleging
દમણ જિલ્લો	Daman (district)
વાઇસ સિટી	Vice City
ચિત્રકૂટ ધામ	Chitrakuta
ચોપડા	Chopda
અશોક ચક્ર (પુરસ્કાર)	Ashoka Chakra (onderscheiding)
પંજાબ (સંદિગ્ધ)	Punjab
મીન રાશી	Vissen (astrologie)
દેવસર	Devsar
નાયર	Nair
વન કાબર	Jungle-maina
ડોડા	Doda (stad)
ધરણગાંવ	Dharangaon
ડુંગરપુર જિલ્લો	Dungarpur (district)
સંબલપુર જિલ્લો	Sambalpur (district)
દ્વાપરયુગ	Dwapara Yuga
દૂધી	Fleskalebas
ગુજરાતી	Gujarati (volk)
શિવસાગર	Sibsagar (stad)
કમ્પ્યુટર નેટવર્ક	Computernetwerk
તુમકુર જિલ્લો	Tumkur (district)
કરમદીનું લલેડુ	Roodbuikboomtimalia
કાંટનો લટોરો	Kleine rupsklauwier
કરાડ અબાબીલ	Indische klifzwaluw
વારાણસી જિલ્લો	Benares (district)
રાયબરેલી જિલ્લો	Rae Bareli (district)
ત્રિપિટક	Tripitaka
ઉદયપુર જિલ્લો	Udaipur (district)
અંડ કોષ	Eicel
હોમ નેટવર્ક	Huisnetwerk
બેતવા નદી	Betwa
જપમાળા	Japa mala
કાજળ	Kohl
મુરાદાબાદ જિલ્લો	Moradabad (district)
ગોએર	GoAir
જલપાઈગુડી જિલ્લો	Jalpaiguri (district)
આચાર્ય	Acharya (hindoeïsme)
કોટ્ટયમ જિલ્લો	Kottayam (district)
જૌનપુર જિલ્લો	Jaunpur (district)
એર્નાકુલમ જિલ્લો	Ernakulam (district)
હનુમાનગઢ જિલ્લો	Hanumangarh (district)
કોલ્લમ જિલ્લો	Kollam (district)
મહારાજગંજ જિલ્લો	Maharajganj (district)
સુલ્તાનપુર જિલ્લો	Sultanpur (district)
તેહરી ગઢવાલ જિલ્લો	Tehri Garhwal
માંકેવી વયંસેવ	Agnes Monica
વયનાડ જિલ્લો	Wayanad
ખાદી	Khadi
યુ.કે. પોસ્ટકોડ્સ	Postcodes in het Verenigd Koninkrijk
વિક્રમ સંવત	Vikram Samvat
ભારતીય ઇસ્પાત પ્રાધિકરણ લિમિટેડ	Steel Authority of India
ભારતના ચારધામ	Char Dham
જીવ મિલખા સિંઘ	Jeev Milkha Singh
સુઝલોન	Suzlon Energy
ગાંધી આશ્રમ	Sabarmati Ashram
શ્રેણી:ચીન	Categorie:China
શ્રેણી:જાપાન	Categorie:Japan
શ્રેણી:ઓસ્ટ્રેલિયા	Categorie:Australië
શ્રેણી:ભારત	Categorie:India
કરૌલી જિલ્લો	Karauli (district)
ગંગાનગર જિલ્લો	Ganganagar (district)
કાસરગોડ જિલ્લો	Kasaragod (district)
જેસલમેર જિલ્લો	Jaisalmer (district)
સિકર જિલ્લો	Sikar (district)
સાંગલી જિલ્લો	Sangli (district)
રાયચૂર જિલ્લો	Raichur (district)
જોધપુર જિલ્લો	Jodhpur (district)
રામેશ્વરમ	Rameswaram (Ramanathapuram)
ક્ષત્રિય	Kshattriya
રોહતક	Rohtak (stad)
શ્રેણી:નેધરલેંડ	Categorie:Nederland
શ્રેણી:પાકિસ્તાન	Categorie:Pakistan
શ્રેણી:પક્ષી	Categorie:Vogel
શ્રેણી:વનસ્પતિ	Categorie:Plant
શ્રેણી:ભૌતિકવિજ્ઞાન	Categorie:Natuurkunde
શ્રેણી:જીવવિજ્ઞાન	Categorie:Biologie
શ્રેણી:રસાયણવિજ્ઞાન	Categorie:Scheikunde
શ્રેણી:ભૂગોળ	Categorie:Geografie
શ્રેણી:વિજ્ઞાન	Categorie:Wetenschap
આપત્તિ સજ્જતા	Rampenbestrijding
ઝાલાવાડ જિલ્લો	Jhalawar (district)
ઝુનઝુનુન જિલ્લો	Jhunjhunun (district)
સોનપુર જિલ્લો	Sonepur (district)
પ્રતાપગઢ જિલ્લો	Pratapgarh (district)
પદ્મનાભસ્વામી મંદિર	Padmanabhaswamytempel
હાવડા જિલ્લો	Haora (district)
બિલાસપુર જિલ્લો, હિમાચલ પ્રદેશ	Bilaspur (district in Himachal Pradesh)
કોરોનરિ એન્જિયોગ્રાફિ	Hartkatheterisatie
ઉડ્ડપી જિલ્લો	Udupi (district)
રામપુર	Rampur (Uttar Pradesh)
શ્રીનગર જિલ્લો	Srinagar (district)
સવાઇ માધોપુર જિલ્લો	Sawai Madhopur (district)
કશ્યપ	Kasyapa (hindoeïsme)
વ્યાપાર વિશ્લેષણ	Bedrijfsanalyse
મઊ જિલ્લો	Mau (district)
ઘેરંડ સંહિતા	Gheranda samhita
ગડચિરોલી	Gadchiroli (stad)
એટા	Etah (plaats in India)
પલક્કડ જિલ્લો	Palakkad (district)
પેશી ઇજનેરી	Weefselkweek (dier)
મુર્શિદાબાદ જિલ્લો	Murshidabad (district)
કોડાગુ જિલ્લો	Kodagu
જ્ઞાનપુર	Gyanpur
૨૦૧૨ દિલ્હી બળાત્કાર ઘટના	Groepsverkrachting in Delhi in 2012
કાંટાવાળી ખડ ફુત્કી	Borstelzanger
વાળ ખરવા	Kaalheid
રામચકલી-પીળી ચોટલી	Geelwangmees
નાચણ	Witkeelwaaierstaart
અધરંગ	Tickells niltava
દેવચકલી	Indisch paapje
પીરોજી માખીમાર	Azuurvliegenvanger
કાબરી રામચકલી	Roetmees
ધન પ્રકાશાનુવર્તન	Heliotropisme
સહરાનપુર પ્રાંત	Saharanpur (divisie)
હિસ્ટરી (ટીવી ચેનલ)	History (televisiezender)
નંદરબાર જિલ્લો	Nandurbar (district)
ગુજરાતના રાજ્યપાલો	Lijst van gouverneurs van Gujarat
વિદિશા	Vidisha (stad)
થાળી	Thalis
યુગ	Yuga
ઉસ્માનાબાદ જિલ્લો	Osmanabad (district)
સિમ્બા (ડિઝની વર્લ્ડ)	Simba
પરમવીર ચક્ર	Param Vir Chakra
કારગિલ જિલ્લો	Kargil (district)
બોર	Dadel
કાનપુર પ્રાંત	Kanpur (divisie)
મુખ્ય મંત્રી	Chief minister
હરદૌઈ	Hardoi (stad)
ગોલાઘાટ	Golaghat (stad)
હિંગોલી	Hingoli (stad)
રોબર્ટસગંજ	Robertsganj
હાથરસ	Hathras (stad)
ઢાંચો:Dts	Sjabloon:DTS
કરીમગંજ	Karimganj (stad)
વાઇ	Wai
બુલન્દ શહેર જિલ્લો	Bulandshahr (district)
એટિયોલેશન	Geëtioleerde plant
નિયમ	Niyama
લખિમપુર ખેરી જિલ્લો	Lakhimpur Kheri (district)
ખેડા જિલ્લો	Kheda (district)
ઇગતપુરી	Igatpuri
યજ્ઞ	Yajna
મેરઠ જિલ્લો	Meerut (district)
રત્નાગિરી જિલ્લો	Ratnagiri (district)
અમરાવતી જિલ્લો	Amravati (district)
અનુગુલ જિલ્લો	Angul (district)
ત્રેતાયુગ	Treta Yuga
પોરબંદર જિલ્લો	Porbandar (district)
હરદોઇ જિલ્લો	Hardoi (district)
પૂર્વ સિક્કિમ જિલ્લો	Oost-Sikkim
સાબરકાંઠા જિલ્લો	Sabarkantha
ગાંધીનગર જિલ્લો	Gandhinagar (district)
લખનૌ જિલ્લો	Lucknow (district)
મથુરા જિલ્લો	Mathura (district)
અલ્હાબાદ જિલ્લો	Allahabad (district)
એટા જિલ્લો	Etah (district)
ઉત્તરકાશી જિલ્લો	Uttarkashi (district)
ગાજિયાબાદ જિલ્લો	Ghaziabad (district)
રુથ	Ruth (persoon)
મૂર્તિ	Moerti
પંચમહાલ જિલ્લો	Panchmahal
કોંગ્રેસ	Congres
નુહ	Nuh (profeet)
ઉત્તર સિક્કિમ જિલ્લો	Noord-Sikkim
ગૌતમ બુદ્ધ નગર જિલ્લો	Gautam Buddha Nagar
આત્માની ઊંઘ	Zielenslaap
નર્મદા જિલ્લો	Narmada (district)
ભોપાલ જિલ્લો	Bhopal (district)
પલામૂ જિલ્લો	Palamu
સોલાપૂર જિલ્લો	Solapur (district)
ચંદ્રપૂર જિલ્લો	Chandrapur (district)
જલગાંવ જિલ્લો	Jalgaon (district)
નૈનિતાલ જિલ્લો	Nainital (district)
કોલ્હાપૂર જિલ્લો	Kolhapur (district)
સુરત જિલ્લો	Surat (district)
સહરાનપુર જિલ્લો	Saharanpur (district)
પુના જિલ્લો	Poona (district)
નવસારી જિલ્લો	Navsari (district)
બાગપત જિલ્લો	Bagpat (district)
ચમોલી જિલ્લો	Chamoli
બરેલી જિલ્લો	Bareilly (district)
ધુલિયા જિલ્લો	Dhule (district)
જાંબલી શક્કરખરો	Purperhoningzuiger
ગડચિરોલી જિલ્લો	Gadchiroli (district)
યવતમાળ જિલ્લો	Yavatmal (district)
વાશીમ જિલ્લો	Washim (district)
જાલના જિલ્લો	Jalna (district)
દક્ષિણ સિક્કિમ જિલ્લો	Zuid-Sikkim
રુદ્રપ્રયાગ જિલ્લો	Rudraprayag (district)
અલમોડા જિલ્લો	Almora (district)
સરગુજા જિલ્લો	Surguja
ઉધમસિંગ નગર જિલ્લો	Udham Singh Nagar
નુઆપડા	Nuapada (district)
ઔરૈયા જિલ્લો	Auraiya (district)
સીતાપુર જિલ્લો	Sitapur (district)
બહરૈચ જિલ્લો	Bahraich (district)
શાહજહાંપુર જિલ્લો	Shahjahanpur (district)
મર્યાદિત ઓવરોનું ક્રિકેટ	Eendagswedstrijd
મહોબા	Mahoba (stad)
મહામયાનગર જિલ્લો	Hathras (district)
શૌર્ય ચક્ર (પુરસ્કાર)	Shaurya Chakra
રાયસેન જિલ્લો	Raisen (district)
રાજકોટ જિલ્લો	Rajkot (district)
વિદિશા જિલ્લો	Vidisha (district)
પાટણ જિલ્લો	Patan (district)
ઇટાવા જિલ્લો	Etawah (district)
બાગેશ્વર જિલ્લો	Bageshwar (district)
મહોબા જિલ્લો	Mahoba (district)
રામપુર જિલ્લો	Rampur (district)
સિદ્ધાર્થનગર જિલ્લો	Siddharthnagar
દેહરાદૂન જિલ્લો	Dehradun (district)
ગુડગાંવ જિલ્લો	Gurgaon (district)
હિસાર જિલ્લો	Hisar (district)
મૈનપુરી જિલ્લો	Mainpuri (district)
પુરી જિલ્લો	Puri (district)
જલંધર જિલ્લો	Jalandhar (district)
દેવીપાટન પ્રાંત	Devipatan (divisie)
નિશાન-એ-પાકિસ્તાન	Nishan-e-Pakistan
સઇહા જિલ્લો	Saiha (district)
ઇમ્ફાલ પશ્ચિમ જિલ્લો	Imphal-West
રાજગઢ જિલ્લો	Rajgarh (district)
કુશીનગર જિલ્લો	Kushinagar (district)
બિન-વેધક મૈથુન	Niet-penetratieve seks
અક્ષરધામ (દિલ્હી)	Akshardham
ભિવાની જિલ્લો	Bhiwani (district)
કીર્તિ ચક્ર (પુરસ્કાર)	Kirti Chakra
અનિદ્રા	Slapeloosheid
મંદસૌર જિલ્લો	Mandsaur (district)
યમુનાનગર જિલ્લો	Yamuna Nagar (district)
રી ભોઇ જિલ્લો	Ri-Bhoi
અમરોહા જિલ્લો	Jyotiba Phule Nagar
મંડી જિલ્લો	Mandi (district)
ફાર્રુખાબાદ જિલ્લો	Farrukhabad (district)
પંચકુલા જિલ્લો	Panchkula (district)
બારામૂલા જિલ્લો	Baramulla (district)
મયુરભંજ જિલ્લો	Mayurbhanj (district)
સિંગાપુરી ચેરી	Muntingia calabura
જયંતિયા હિલ્સ જિલ્લો	Jaintia Hills
લેહ જિલ્લો	Leh (district)
શિમલા જિલ્લો	Shimla (district in Himachal Pradesh)
રત્નાગિરી	Ratnagiri (stad)
રાણીખેત	Ranikhet
ડેલહાઉઝી	Dalhousie (Himachal Pradesh)
ખેરી	Lakhimpur Kheri (stad)
ગોંડા જિલ્લો	Gonda (district)
ઉન્નાવ જિલ્લો	Unnao (district)
ઝાંસી જિલ્લો	Jhansi (district)
હજારીબાગ જિલ્લો	Hazaribagh (district)
પિથોરગઢ જિલ્લો	Pithoragarh (district)
સંત કબીર નગર જિલ્લો	Sant Kabir Nagar
શ્રાવસ્તી જિલ્લો	Shravasti (district)
ચિખલી	Chikhli (Navsari)
સંગરુર જિલ્લો	Sangrur (district)
વલસાડ જિલ્લો	Valsad (district)
મોગા જિલ્લો	Moga (district)
કૌશમ્બી જિલ્લો	Kaushambi (district)
ગજપતિ જિલ્લો	Gajapati (district)
ઉધમપુર જિલ્લો	Udhampur (district)
ઐઝવાલ જિલ્લો	Aizawl (district)
લલિતપુર જિલ્લો	Lalitpur (district in India)
કોલાસિબ જિલ્લો	Kolasib (district)
લુન્ગલેઇ જિલ્લો	Lunglei (district)
મુક્તસર જિલ્લો	Muktsar (district)
જમ્મુ જિલ્લો	Jammu (district)
રાંચી જિલ્લો	Ranchi (district)
ઝાજ્જર જિલ્લો	Jhajjar (district)
લોહરદગ્ગા જિલ્લો	Lohardaga (district)
લાતૂર જિલ્લો	Latur (district)
પંચમઢી	Pachmarhi Cantonment
મોહાલી	Ajitgarh
કુપવાડા	Kupwara (stad)
ચંબા	Chamba (Himachal Pradesh)
રાજૌરી	Rajouri (stad)
હાજીપુર	Hajipur
પશ્ચિમી સિંહભૂમ જિલ્લો	Pashchim Singhbhum
ગોરખપુર પ્રાંત	Gorakhpur (divisie)
ચમ્ફાઇ જિલ્લો	Champhai (district)
ઘટોત્કચ	Gathotkaca
ચતરા જિલ્લો	Chatra (district)
શ્રેણી:સંદિગ્ધ શીર્ષક વાળાં પાનાં	Categorie:Wikipedia:Doorverwijspagina
શ્રેણી:મનોવિજ્ઞાન	Categorie:Psychologie
છિન્દવાડા જિલ્લો	Chhindwara (district)
ચાડિયો	Vogelverschrikker
જલાલપોર	Jalalpore
ઓડિસી નૃત્ય	Odissi
કોકિલાકાર	Roestbuikmalkoha
રાયગડ જિલ્લો	Raigad
મહેસાણા જિલ્લો	Mehsana (district)
હમીરપુર જિલ્લો, ઉત્તર પ્રદેશ	Hamirpur (district in Uttar Pradesh)
ઉત્તર દિનાજપુર જિલ્લો	Uttar Dinajpur
બાલેશ્વર જિલ્લો	Baleshwar (district)
દેવાસ જિલ્લો	Dewas (district)
દેવધર જિલ્લો	Deoghar (district)
મોહાલી જિલ્લો	Mohali (district)
ગુરુ પૂર્ણિમા	Guru Purnima
ત્યાગરાજ	Tyagaraja
માલદહ જિલ્લો	Malda (district)
પટેલ	Patel
ભારતમાં પરીવહન	Vervoer in India
ગ્વાલિયર જિલ્લો	Gwalior (district)
પહલગામ	Pahalgam
ઝાબુઆ જિલ્લો	Jhabua (district)
સાગર જિલ્લો	Sagar (district)
ખંડવા જિલ્લો	Khandwa (district)
શાહડોલ જિલ્લો	Shahdol (district)
પૌડી ગઢવાલ જિલ્લો	Pauri Garhwal
કોડરમા જિલ્લો	Koderma (district)
પાનીપત જિલ્લો	Panipat (district)
ફરીદાબાદ જિલ્લો	Faridabad (district)
હમીરપુર જિલ્લો	Hamirpur (district in Himachal Pradesh)
સેરછિપ જિલ્લો	Serchhip (district)
થૌબલ જિલ્લો	Thoubal (district)
લોન્ગતલાઇ જિલ્લો	Lawngtlai (district)
અંબાલા જિલ્લો	Ambala (district)
ચુંબકીય ટેકરીઓ	Gravitatieheuvel
રુદ્રપ્રયાગ	Rudra Prayag
હિંગોલી જિલ્લો	Hingoli (district)
મુક્તસર (પંજાબ)	Muktsar (stad)
જાજપુર જિલ્લો	Jajpur (district)
કારગિલ	Kargil (stad)
બીરભૂમ જિલ્લો	Birbhum (district)
બાંકુડા જિલ્લો	Bankura (district)
લખિમપુર	North Lakhimpur
ચિત્રકૂટ જિલ્લો	Chitrakoot (district)
કાનપુર નગર જિલ્લો	Kanpur Nagar
કોરાપુટ	Koraput (stad)
ગરુડ	Arend (roofvogel)
ગાજીપુર જિલ્લો	Gazipur (zila)
કાલી નદી (ઉત્તરાંચલ)	Kali (Uttarakhand)
રાત્રિ સ્ખલન	Natte droom
ખારાઘોડા	Kharaghoda
બુરહાનપુર જિલ્લો	Burhanpur (district)
ગુજરાત સમાચાર	Gujarat Samachar
બસ્તી પ્રાંત	Basti (divisie)
ઝાંસી પ્રાંત	Jhansi (divisie)
હરદા જિલ્લો	Harda (district)
મોકોક્ચુન્ગ જિલ્લો	Mokokchung (district)
