Āfrika	Afrika
Valle d'Aosta	Valle d'Aosta
Vašingtona (štats)	Washington (staat)
Brūss Springstīns	Bruce Springsteen
Rezerfordijs	Rutherfordium
Nevada	Nevada (staat)
Dona	Don (Rusland)
Dubnijs	Dubnium
Sīborgijs	Seaborgium
Trentīno-Alto Adidže	Trentino-Zuid-Tirol
Indijas okeāns	Indische Oceaan
Veneto	Veneto
Kosova	Kosovo
Karību jūra	Caraïbische Zee
Borijs	Bohrium
Friuli-Venēcija Džūlija	Friuli-Venezia Giulia
Hasijs	Hassium
Pans Kimuns	Ban Ki-moon
Kofi Annans	Kofi Annan
Ligūrija	Ligurië
Butross Butross-Gali	Boutros Boutros-Ghali
Meitnērijs	Meitnerium
Kurts Valdheims	Kurt Waldheim
Kolorādo	Colorado (staat)
Emīlija-Romanja	Emilia-Romagna
U Tans	U Thant
Kolorādo (upe)	Colorado (rivier)
Darmštatijs	Darmstadtium
Dāgs Hammaršelds	Dag Hammarskjöld
Frideriks Šopēns	Frédéric Chopin
Rentgenijs	Röntgenium
Toskāna	Toscane
Leonards Koens	Leonard Cohen
Kopernikijs	Copernicium
Marke	Marche (Italië)
Umbrija	Umbrië
Lacio	Lazio
Abruco	Abruzzen
Apenīni	Apennijnen
Alpi	Alpen
Karpati	Karpaten
Grenoble	Grenoble
Blēzs Paskāls	Blaise Pascal
Dambrete	Dammen
Dortmunde	Dortmund
Gente	Gent
Čikāga	Chicago
The Beatles	The Beatles
Ununtrijs	Ununtrium
Flerovijs	Flerovium
Ununpentijs	Ununpentium
Livermorijs	Livermorium
Ununseptijs	Ununseptium
Ununoktijs	Ununoctium
Komo (pilsēta)	Como (stad)
Māstrihta	Maastricht
Arnema	Arnhem
Ziema	Winter
Pavasaris	Lente
Vasara	Zomer
Rudens	Herfst
Ekvinokcija	Equinox
Sadams Huseins	Saddam Hoessein
Osama bin Ladens	Osama bin Laden
Spāņu valoda	Spaans
Frīdrihs Hajeks	Friedrich von Hayek
Montevideo	Montevideo (stad)
Johans Sebastians Bahs	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Toljati	Toljatti
Pitsburga	Pittsburgh
Opera	Opera (muziek)
Filadelfija	Philadelphia (Pennsylvania)
Kolkata	Calcutta
Opel Astra	Opel Astra
Čennai	Madras
Deli	Delhi (stad)
Daka	Dhaka (stad)
Bengalūru	Bangalore
Rietumbengāle	West-Bengalen
Zirnekļi	Spinnen (dieren)
Zirnekļveidīgie	Spinachtigen
Helicerāti	Chelicerata
Posmkāji	Geleedpotigen
Haidarābādu	Haiderabad (Andhra Pradesh)
Islāmābāda	Islamabad
Tripura	Tripura
Auglis	Vrucht (plant)
Kategorija:Portu	Categorie:Porto
Nauda	Geld
Virdžīnija	Virginia (staat)
Rietumvirdžīnija	West Virginia
Materhorns	Matterhorn
Dungeons & Dragons	Dungeons & Dragons (rollenspel)
Dārzeņpipars	Capsicum annuum
Hūrons	Huronmeer
Ņujorka (štats)	New York (staat)
Cērijs	Cerium
Prazeodīms	Praseodymium
Rodailenda	Rhode Island (staat)
Neodīms	Neodymium
Kukaiņi	Insecten
Mērilenda	Maryland
Delavēra	Delaware
Vladimirs Ļeņins	Vladimir Lenin
Eiropijs	Europium
Ohaio (štats)	Ohio (staat)
Vergilijs	Vergilius
Nikolo Makjavelli	Niccolò Machiavelli
Pensilvānija	Pennsylvania
Frančesko Petrarka	Francesco Petrarca
Džovanni Bokačo	Giovanni Boccaccio
Luidži Pirandello	Luigi Pirandello
Iterzene	Uetersen
Oktaviāns	Imperator Caesar Augustus
Microsoft Windows	Microsoft Windows
Tibērijs	Tiberius Iulius Caesar Augustus
Ņūdžersija	New Jersey
Kaligula	Caligula
Gibraltārs	Gibraltar
Klaudijs	Claudius I
Somu valoda	Fins
Nērons	Nero (keizer)
Indiāna	Indiana
Otons	Otho
Vitēlijs	Vitellius (keizer)
Nokia	Nokia (bedrijf)
Vespasiāns	Vespasianus
Automašīna	Auto
Tits	Titus (keizer)
Turīnas @@@u0026Juventus"	Juventus FC
Domiciāns	Titus Flavius Domitianus
Nerva	Nerva (keizer)
Trajāns	Trajanus
Rodžers Federers	Roger Federer
Adriāns	Hadrianus
Džordžija	Georgia (staat)
Antonijs Pijs	Antoninus Pius
Marks Aurēlijs	Marcus Aurelius
KDE	KDE
Komods	Commodus
Zagreba	Zagreb
Rādžastāna	Rajasthan
Kampānija	Campania
Teksasa	Texas (staat)
Septimijs Severs	Septimius Severus
Molize	Molise
Tamilnāda	Tamil Nadu
Karakalla	Caracalla
Apūlija	Apulië
Dženova	Genua (stad)
Bruno Mars	Bruno Mars
Pinatubo	Mount Pinatubo
Bazilikata	Basilicata
Ziemeļkarolīna	North Carolina
Lauka hokejs	Hockey
Dienvidkarolīna	South Carolina
Dženovas @@@u0026Sampdoria"	UC Sampdoria
Kalabrija	Calabrië
Sicīlija	Sicilië
Manila	Manilla
Sardīnija	Sardinië
Ferdinands Markoss	Ferdinand Marcos
Sebu	Cebu City
Luāra (upe)	Loire (rivier)
Moriss Kornēlijs Ešers	Maurits Cornelis Escher
Sēna	Seine
Krona slimība	Ziekte van Crohn
Davao	Davao City
Kesonsitija	Quezon City
Lemāna	Le Mans (stad)
Bordo	Bordeaux (stad)
Korasona Akino	Corazon Aquino
Sistēmiskā sarkanā vilkēde	Systemische lupus erythematodes
Buenosairesa	Buenos Aires (stad)
Urķis	Hacker
Mehiko	Mexico-Stad
Tokija	Tokio
Lapasa	La Paz (stad in Bolivia)
Barselona	Barcelona (Spanje)
Ananass	Ananas
Misisipi (štats)	Mississippi (staat)
Fernāns Magelāns	Ferdinand Magellaan
Misisipi (upe)	Mississippi (rivier)
Utarpradēša	Uttar Pradesh
Utarakhanda	Uttarakhand
Mizorāma	Mizoram
Sikima	Sikkim
Patagonija	Patagonië
Tenesī	Tennessee
Rihards Vāgners	Richard Wagner
Roberts Luiss Stīvensons	Robert Louis Stevenson
Nāgpura	Nagpur (stad)
Dženisa Džoplina	Janis Joplin
Abidžana	Abidjan
Abū Dabī	Abu Dhabi (stad)
Astana	Astana (stad)
Ņūmeksika	New Mexico
Ramzess Lielais	Ramses II
Atēnas	Athene (stad)
Minesota	Minnesota
Bagdāde	Bagdad
Karakasa	Caracas
Universālais koordinētais laiks	UTC
Viskonsina	Wisconsin
Pune	Poona (stad)
Cicerons	Marcus Tullius Cicero
AC Milan	AC Milan
Sindija Lopere	Cyndi Lauper
Aiova	Iowa (staat)
Nebraska	Nebraska
Gvatemala (pilsēta)	Guatemala-Stad
Kanzasa	Kansas (staat)
Havana	Havana
Tabaka	Tabak
Hindi	Hindi
Marathu valoda	Marathi (taal)
Internet Explorer	Internet Explorer
Cigarete	Sigaret
Ganēša	Ganesha
Misūri (štats)	Missouri (staat)
Georgs Simons Oms	Georg Ohm
Luiziāna	Louisiana (staat)
Nāgālenda	Nagaland
Kentuki	Kentucky
Tims Linsekums	Tim Lincecum
Alfa Romeo 159	Alfa Romeo 159
Ārkanzasa	Arkansas (staat)
Nīls Ārmstrongs	Neil Armstrong
Urdu	Urdu
Čārlzs Lindbergs	Charles Lindbergh
Sīgfrids Ēdstrems	Sigfrid Edström
Edīte Piafa	Édith Piaf
Osijeka	Osijek
Elba	Elbe (rivier)
Rijeka	Rijeka
Emsa	Eems
Oklahoma	Oklahoma
Vēzere	Wezer
Johans Bleiks	Yohan Blake
Džastins Getlins	Justin Gatlin
Donava	Donau
Kirani Džeimss	Kirani James
Deivids Rudiša	David Rudisha
Splita	Split
Rūra (upe)	Ruhr
Žaks Brels	Jacques Brel
Mozele	Moezel (rivier)
Maina	Main
Mohameds Farahs	Mohammed Farah
Nekāra	Neckar
Ezekiels Kemboi	Ezekiel Kemboi
Zāle (upe)	Saale (rivier)
Hāfele	Havel (rivier)
Šprē	Spree
Elde	Elde (rivier)
Felikss Sančess	Félix Sánchez
Ziemeļjūra	Noordzee
Skageraks	Skagerrak
Maskavas apgabals	Oblast Moskou
Nesta Kārters	Nesta Carter
Ķīle	Kiel (Duitsland)
Šverīne	Schwerin
Potsdama	Potsdam
Hannovere	Hannover (stad)
Diseldorfa	Düsseldorf
Mainca	Mainz
Vīsbādene	Wiesbaden
Dubrovnika	Dubrovnik
Zārbrikene	Saarbrücken
Minhene	München
Samaras apgabals	Oblast Samara
Erfurte	Erfurt
Drēzdene	Dresden
Magdeburga	Maagdenburg (stad)
Volejbols	Volleybal
Insbruka	Innsbruck
Brēgenca	Bregenz (stad)
Vīne	Wenen
Reno Lavilenī	Renaud Lavillenie
Madonna (mūziķe)	Madonna (zangeres)
Kopenhāgena	Kopenhagen
Kaļiņingradas apgabals	Oblast Kaliningrad
Stokholma	Stockholm
Tomašs Majevskis	Tomasz Majewski
Helsinki	Helsinki
Dāvids Štorls	David Storl
Murmanskas apgabals	Oblast Moermansk
Rīze Hofa	Reese Hoffa
Dublina	Dublin
Elagabals	Elagabalus
Murmanska	Moermansk
Reikjavīka	Reykjavik
Roberts Hartings	Robert Harting
Kakaši Hatake	Hatake Kakashi
Ella Ficdžeralda	Ella Fitzgerald
Tallina	Tallinn
Rīga	Riga
Zanzibāra	Zanzibar (staat)
Gerds Kanters	Gerd Kanter
Lūiss Ārmstrongs	Louis Armstrong
Bratislava	Bratislava
Budapešta	Boedapest
Primožs Kozmuss	Primož Kozmus
Kodži Murofuši	Koji Murofushi
Šarls Aznavūrs	Charles Aznavour
Kešorns Volkots	Keshorn Walcott
Eštons Ītons	Ashton Eaton
Gdaņska	Gdańsk
Trejs Hārdijs	Trey Hardee
Frankfurte pie Mainas	Frankfurt am Main
Vroclava	Wrocław
Kočina	Kochi (India)
Lantāns	Lanthaan
Prometijs	Promethium
Astronomiskā vienība	Astronomische eenheid
Samārijs	Samarium
Bagio	Baguio
Ačeha	Atjeh
Kaļiņingrada	Kaliningrad
Decijs	Decius
Gadolīnijs	Gadolinium
Death Note	Death Note
Zinedins Zidāns	Zinédine Zidane
Terbijs	Terbium
Katoļticība	Katholicisme
Luksemburga (pilsēta)	Luxemburg (stad)
Disprozijs	Dysprosium
Vaduca	Vaduz
Bībele	Bijbel (christendom)
Holmijs	Holmium
Sanmarīno (pilsēta)	San Marino (stad)
Erbijs	Erbium
Pnompeņa	Phnom Penh
Arhangeļska	Archangelsk
Tūlijs	Thulium
Hošimina	Ho Chi Minhstad
Iterbijs	Ytterbium
Lutēcijs	Lutetium
Hanoja	Hanoi
Patiesā Jēzus baznīca	Ware Jezuskerk
Angļu valoda	Engels
Bangkoka	Bangkok
Volina (pilsēta)	Wolin (stad)
Andora la Velja	Andorra la Vella
Kualalumpūra	Kuala Lumpur
Taibei	Taipei (stad)
Amerīcijs	Americium
Odesa	Odessa (stad)
Arhangeļskas apgabals	Oblast Archangelsk
Kirijs	Curium
Donhoja	Đồng Hới
Konsepsjona	Concepción (Chili)
Berklijs	Berkelium
Bergamo @@@u0026Atalanta"	Atalanta Bergamo
Kalifornijs	Californium
Diplomātija	Diplomatie
Boloņa	Bologna (stad)
Einšteinijs	Einsteinium
Bologna F.C. 1909	Bologna FC 1909
Petrozavodska	Petrozavodsk
Fermijs	Fermium
Kaljāri	Cagliari (stad)
Mendelevijs	Mendelevium
Kijeva	Kiev
Cagliari Calcio	Cagliari Calcio
Nobēlijs	Nobelium
Katānija	Catania (stad)
Ontārio	Ontario
Lourensijs	Lawrencium
Igo Loriss	Hugo Lloris
Olivjē Žirū	Olivier Giroud
Karīms Benzemā	Karim Benzema
Florāns Maluda	Florent Malouda
Karēlijas Republika	Karelië (deelrepubliek)
Patriss Evra	Patrice Evra
Franks Riberī	Franck Ribéry
Samīrs Nasrī	Samir Nasri
Gaels Klišī	Gaël Clichy
Otava	Ottawa (stad)
Anja Pēšone	Anja Pärson
Ēriks Abidāls	Éric Abidal
Džibrils Sisē	Djibril Cissé
Viljams Galā	William Gallas
Bakarijs Saņa	Bacary Sagna
Nikolā Anelka	Nicolas Anelka
Abu Diabī	Abou Diaby
Benjamins Raihs	Benjamin Raich
Jupitera pavadoņi	Lijst van manen van Jupiter
Džūba	Djoeba
Manitoba	Manitoba
Alberto Tomba	Alberto Tomba
Alberta	Alberta
Jaunskotija	Nova Scotia
Erevāna	Jerevan
Hermanis Maiers	Hermann Maier
Vologda	Vologda (stad)
Koņskovola	Końskowola
Dāresalāma	Dar es Salaam (stad)
Hartūma	Khartoem
Ņūbransvika	New Brunswick
Formula 1	Formule 1
Saturna pavadoņi	Manen van Saturnus
Britu Kolumbija	Brits-Columbia
Prinča Edvarda Sala (Kanāda)	Prins Edwardeiland (Canada)
2000. gads	2000
2003. gads	2003
2002. gads	2002
2001. gads	2001
Saskačevana	Saskatchewan
2012. gads	2012
2011. gads	2011
2010. gads	2010
2009. gads	2009
Oglekļa dioksīds	Koolstofdioxide
2013. gads	2013
2014. gads	2014
2015. gads	2015
Ņūfaundlenda un Labradora	Newfoundland en Labrador
2008. gads	2008
JavaScript	JavaScript
Ziemeļrietumu Teritorijas	Northwest Territories
Jukona (teritorija)	Yukon (territorium)
2004. gads	2004
Vologdas apgabals	Oblast Vologda
2005. gads	2005
2006. gads	2006
Nunavuta	Nunavut
2007. gads	2007
Oglekļa monoksīds	Koolstofmonoxide
Verona	Verona (stad)
Ikaluita	Iqaluit
1900. gads	1900
1901. gads	1901
Fransuā Miterāns	François Mitterrand
Tits Līvijs	Titus Livius
Džuzepe Farina	Giuseppe Farina
Šarls de Golls	Charles de Gaulle
1902. gads	1902
Florence	Florence (stad)
1903. gads	1903
1904. gads	1904
1905. gads	1905
1907. gads	1907
1906. gads	1906
ACF Fiorentina	ACF Fiorentina
HTML5	HTML5
Seneka Jaunākais	Lucius Annaeus Seneca
1908. gads	1908
1909. gads	1909
1992. gads	1992
Jelounaifa	Yellowknife (stad)
1991. gads	1991
JSON	JSON
1990. gads	1990
1993. gads	1993
Esene	Essen (Noordrijn-Westfalen)
1994. gads	1994
1995. gads	1995
Huans Manuels Fanhio	Juan Manuel Fangio
1996. gads	1996
Deivids Linčs	David Lynch
Marsels Hiršers	Marcel Hirscher
Komi	Komi (deelrepubliek)
Genoa C.F.C.	Genoa CFC
1910. gads	1910
1911. gads	1911
1912. gads	1912
Leipciga	Leipzig
1913. gads	1913
Sentdžonsa (Kanāda)	St. John's (Newfoundland en Labrador)
1914. gads	1914
1915. gads	1915
Alberto Askari	Alberto Ascari
1916. gads	1916
1997. gads	1997
1998. gads	1998
Nirnberga	Neurenberg
1999. gads	1999
1917. gads	1917
1918. gads	1918
Pārtika	Voedsel
Edmontona	Edmonton
Hjētils Andrē Omots	Kjetil André Aamodt
Dīsburga	Duisburg
Čūskas	Slangen
Bohuma	Bochum
Maiks Hotorns	Mike Hawthorn
Žaks Širaks	Jacques Chirac
Vupertāle	Wuppertal
Gaismas ātrums	Lichtsnelheid
Bīlefelde	Bielefeld
XML	Extensible Markup Language
Manheima	Mannheim
Orālais sekss	Orale seks
Ridžaina	Regina (Canada)
Valerī Žiskārs d'Estēns	Valéry Giscard d'Estaing
Džeks Brebems	Jack Brabham
Neitrīno	Neutrino
Bode Millers	Bode Miller
Viktorija (Kanāda)	Victoria (Canada)
Vinipega	Winnipeg
Neptūna pavadoņi	Manen van Neptunus
Helifeksa	Halifax (Nova Scotia)
Siktivkara	Syktyvkar
Čerepoveca	Tsjerepovets
Kvebeka (pilsēta)	Quebec (stad)
UTC-12	UTC-12
1. janvāris	1 januari
2. janvāris	2 januari
UTC-11	UTC-11
1920. gads	1920
3. janvāris	3 januari
1919. gads	1919
Tacits	Publius Cornelius Tacitus
1921. gads	1921
Ņencu autonomais apvidus	Nenetsië
1922. gads	1922
Lunda	Lund (stad in Skåne)
4. janvāris	4 januari
1923. gads	1923
Biobio reģions	Biobío (regio)
UTC-9:30	UTC-9:30
Lenss Ārmstrongs	Lance Armstrong
1924. gads	1924
Narjanmara	Narjan-Mar
Asteroīdu josla	Planetoïdengordel
UTC-9	UTC-9
Krievijas PFSR	Russische Socialistische Federatieve Sovjetrepubliek
Žoržs Pompidū	Georges Pompidou
Ļeņingradas apgabals	Oblast Leningrad
JPEG	JPEG
Pundurplanēta	Dwergplaneet
Kick-Ass: Jaunie supervaroņi	Kick-Ass (film)
5. janvāris	5 januari
Arika	Arica (stad)
UTC-8	UTC-8
Malme	Malmö (stad)
UTC-7	UTC-7
Pleskava	Pskov
Pleskavas apgabals	Oblast Pskov
Sizraņa	Syzran
6. janvāris	6 januari
Krusttēva Toma būda	De hut van Oom Tom
Elektrons	Elektron
7. janvāris	7 januari
8. janvāris	8 januari
Veļikijnovgoroda	Veliki Novgorod
9. janvāris	9 januari
Novgorodas apgabals	Oblast Novgorod
10. janvāris	10 januari
Ņižņijnovgorodas apgabals	Oblast Nizjni Novgorod
11. janvāris	11 januari
12. janvāris	12 januari
Kolumbija (upe)	Columbia (rivier)
Bazs Oldrins	Buzz Aldrin
Scīpions Afrikānis	Publius Cornelius Scipio Africanus maior
13. janvāris	13 januari
Birmingema	Birmingham (Verenigd Koninkrijk)
14. janvāris	14 januari
15. janvāris	15 januari
16. janvāris	16 januari
Toms Henkss	Tom Hanks
17. janvāris	17 januari
18. janvāris	18 januari
19. janvāris	19 januari
20. janvāris	20 januari
Rūpnieciskā revolūcija	Industriële revolutie
Benzols	Benzeen
21. janvāris	21 januari
22. janvāris	22 januari
23. janvāris	23 januari
Romas impērija	Romeinse Keizerrijk
24. janvāris	24 januari
25. janvāris	25 januari
Minska	Minsk
26. janvāris	26 januari
Microsoft	Microsoft
27. janvāris	27 januari
28. janvāris	28 januari
29. janvāris	29 januari
30. janvāris	30 januari
Tvera	Tver
31. janvāris	31 januari
Tveras apgabals	Oblast Tver
Protons	Proton (deeltje)
2. decembris	2 december
1. decembris	1 december
3. decembris	3 december
7. decembris	7 december
5. decembris	5 december
8. decembris	8 december
10. decembris	10 december
6. decembris	6 december
9. decembris	9 december
Pink Floyd	Pink Floyd
4. decembris	4 december
EADS	Airbus Group
1. februāris	1 februari
2. februāris	2 februari
Nātrija hlorīds	Natriumchloride
3. februāris	3 februari
Kurova	Kurów (powiat Puławski)
4. februāris	4 februari
5. februāris	5 februari
6. februāris	6 februari
7. februāris	7 februari
8. februāris	8 februari
9. februāris	9 februari
10. februāris	10 februari
Ķīmija	Scheikunde
Led Zeppelin	Led Zeppelin
14. februāris	14 februari
13. februāris	13 februari
15. februāris	15 februari
11. februāris	11 februari
12. februāris	12 februari
Smoļenska	Smolensk
Robins van Persijs	Robin van Persie
19. februāris	19 februari
17. februāris	17 februari
16. februāris	16 februari
18. februāris	18 februari
20. februāris	20 februari
Divpadsmit saniknotu vīru	12 Angry Men (1957)
Analītiskā ķīmija	Analytische chemie
Smoļenskas apgabals	Oblast Smolensk
Neitrons	Neutron
21. februāris	21 februari
22. februāris	22 februari
23. februāris	23 februari
24. februāris	24 februari
25. februāris	25 februari
26. februāris	26 februari
27. gads	27
27. februāris	27 februari
28. februāris	28 februari
11. decembris	11 december
29. februāris	29 februari
Bliss	Bliss (foto)
12. decembris	12 december
C sharp	C♯
Sid Meier's Civilization IV	Civilization IV
13. decembris	13 december
14. decembris	14 december
15. decembris	15 december
Sid Meier's Civilization V	Civilization V
2. marts	2 maart
3. marts	3 maart
5. marts	5 maart
1. marts	1 maart
7. marts	7 maart
8. marts	8 maart
4. marts	4 maart
10. marts	10 maart
11. marts	11 maart
6. marts	6 maart
13. marts	13 maart
9. marts	9 maart
12. marts	12 maart
15. marts	15 maart
14. marts	14 maart
C++	C++
Sālsskābe	Zoutzuur
16. decembris	16 december
17. decembris	17 december
Krisjānsanna	Kristiansand
16. marts	16 maart
17. marts	17 maart
18. marts	18 maart
Jaroslavļa	Jaroslavl
19. marts	19 maart
1989. gads	1989
1988. gads	1988
20. marts	20 maart
1987. gads	1987
1986. gads	1986
1985. gads	1985
1984. gads	1984
21. marts	21 maart
1983. gads	1983
22. marts	22 maart
1982. gads	1982
1981. gads	1981
18. decembris	18 december
1980. gads	1980
23. marts	23 maart
Jaroslavļas apgabals	Oblast Jaroslavl
Mogadīšo	Mogadishu
19. decembris	19 december
24. marts	24 maart
25. marts	25 maart
20. decembris	20 december
26. marts	26 maart
27. marts	27 maart
28. marts	28 maart
29. marts	29 maart
30. marts	30 maart
31. marts	31 maart
Aljē	Allier (rivier)
Naso	Nassau (Bahama's)
Fluorūdeņradis	Waterstoffluoride
Andromedas galaktika	Andromedanevel
Sana	Sanaa
1970. gads	1970
1971. gads	1971
1972. gads	1972
1973. gads	1973
1974. gads	1974
1975. gads	1975
1976. gads	1976
1977. gads	1977
1978. gads	1978
1979. gads	1979
1969. gads	1969
Trīsdesmitgadu karš	Dertigjarige Oorlog
Tarbozaurs	Tarbosaurus
Konrāds Adenauers	Konrad Adenauer
Datu saspiešana	Datacompressie
Benedikts XVI	Paus Benedictus XVI
15. aprīlis	15 april
13. aprīlis	13 april
12. aprīlis	12 april
14. aprīlis	14 april
11. aprīlis	11 april
10. aprīlis	10 april
8. aprīlis	8 april
9. aprīlis	9 april
7. aprīlis	7 april
6. aprīlis	6 april
5. aprīlis	5 april
4. aprīlis	4 april
3. aprīlis	3 april
1. aprīlis	1 april
2. aprīlis	2 april
Habla kosmiskais teleskops	Ruimtetelescoop Hubble
Villijs Brants	Willy Brandt
Helmūts Šmits	Helmut Schmidt
Helmūts Kols	Helmut Kohl
16. aprīlis	16 april
17. aprīlis	17 april
18. aprīlis	18 april
19. aprīlis	19 april
20. aprīlis	20 april
21. aprīlis	21 april
22. aprīlis	22 april
23. aprīlis	23 april
24. aprīlis	24 april
Gerhards Šrēders	Gerhard Schröder
25. aprīlis	25 april
26. aprīlis	26 april
27. aprīlis	27 april
28. aprīlis	28 april
29. aprīlis	29 april
30. aprīlis	30 april
Dabiskais pavadonis	Natuurlijke maan
Joahims Gauks	Joachim Gauck
Mašīnmācīšanās	Machinaal leren
Kristians Vulfs	Christian Wulff
Horsts Kēlers	Horst Köhler
1. maijs	1 mei
2. maijs	2 mei
Kālija bromīds	Kaliumbromide
3. maijs	3 mei
4. maijs	4 mei
5. maijs	5 mei
6. maijs	6 mei
7. maijs	7 mei
8. maijs	8 mei
9. maijs	9 mei
10. maijs	10 mei
11. maijs	11 mei
12. maijs	12 mei
13. maijs	13 mei
14. maijs	14 mei
15. maijs	15 mei
Titāns (pavadonis)	Titan (maan)
Rihards fon Veiczekers	Richard von Weizsäcker
16. maijs	16 mei
17. maijs	17 mei
18. maijs	18 mei
19. maijs	19 mei
20. maijs	20 mei
21. maijs	21 mei
22. maijs	22 mei
23. maijs	23 mei
24. maijs	24 mei
25. maijs	25 mei
26. maijs	26 mei
27. maijs	27 mei
28. maijs	28 mei
29. maijs	29 mei
30. maijs	30 mei
31. maijs	31 mei
Kostroma	Kostroma (stad)
Kostromas apgabals	Oblast Kostroma
Pols Makartnijs	Paul McCartney
Egons Krencs	Egon Krenz
21. decembris	21 december
Pijs XII	Paus Pius XII
Ērihs Honekers	Erich Honecker
Romas @@@u0026Lazio"	SS Lazio
14. jūnijs	14 juni
15. jūnijs	15 juni
13. jūnijs	13 juni
10. jūnijs	10 juni
7. jūnijs	7 juni
11. jūnijs	11 juni
9. jūnijs	9 juni
12. jūnijs	12 juni
6. jūnijs	6 juni
8. jūnijs	8 juni
5. jūnijs	5 juni
3. jūnijs	3 juni
2. jūnijs	2 juni
1. jūnijs	1 juni
4. jūnijs	4 juni
Ivanova	Ivanovo
Ringo Stārs	Ringo Starr
Neapole	Napels (stad)
22. decembris	22 december
SSC Napoli	SSC Napoli
Džordžs Harisons	George Harrison
1968. gads	1968
Frīdrihs Eberts	Friedrich Ebert
1967. gads	1967
1966. gads	1966
1965. gads	1965
1964. gads	1964
16. jūnijs	16 juni
Ivanovas apgabals	Oblast Ivanovo
Džons Franklins	John Franklin
Palermo	Palermo (stad)
30. jūnijs	30 juni
Gausa izslēgšanas metode	Gauss-eliminatie
29. jūnijs	29 juni
28. jūnijs	28 juni
26. jūnijs	26 juni
25. jūnijs	25 juni
22. jūnijs	22 juni
27. jūnijs	27 juni
24. jūnijs	24 juni
20. jūnijs	20 juni
Pauls fon Hindenburgs	Paul von Hindenburg
23. jūnijs	23 juni
19. jūnijs	19 juni
18. jūnijs	18 juni
21. jūnijs	21 juni
17. jūnijs	17 juni
Čaks Noriss	Chuck Norris
U.S. Città di Palermo	US Palermo
23. decembris	23 december
Vilhelms II Hohencollerns	Wilhelm II van Duitsland
Gomeļa	Homel
Brūss Viliss	Bruce Willis
Parma	Parma (stad)
Vladimira	Vladimir (stad)
Arnolds Švarcenegers	Arnold Schwarzenegger
15. jūlijs	15 juli
13. jūlijs	13 juli
12. jūlijs	12 juli
10. jūlijs	10 juli
9. jūlijs	9 juli
14. jūlijs	14 juli
8. jūlijs	8 juli
Parma FC	Parma FC
7. jūlijs	7 juli
6. jūlijs	6 juli
5. jūlijs	5 juli
2. jūlijs	2 juli
4. jūlijs	4 juli
3. jūlijs	3 juli
1. jūlijs	1 juli
11. jūlijs	11 juli
Vladimiras apgabals	Oblast Vladimir
Peskāra	Pescara (stad)
24. decembris	24 december
Brēmerhāfene	Bremerhaven
Saša Greja	Sasha Grey
Watford F.C.	Watford FC
31. jūlijs	31 juli
30. jūlijs	30 juli
29. jūlijs	29 juli
28. jūlijs	28 juli
27. jūlijs	27 juli
25. jūlijs	25 juli
24. jūlijs	24 juli
23. jūlijs	23 juli
26. jūlijs	26 juli
22. jūlijs	22 juli
19. jūlijs	19 juli
21. jūlijs	21 juli
20. jūlijs	20 juli
17. jūlijs	17 juli
18. jūlijs	18 juli
16. jūlijs	16 juli
Skerņevice	Skierniewice
Futbols	Voetbal
Luijs de Finess	Louis de Funès
AS Roma	AS Roma
Minstere	Münster (stad)
X-faili. Slepenās lietas	The X-Files
25. decembris	25 december
Rjazaņa	Rjazan
Augsburga	Augsburg (stad)
Sjēna	Siena (stad)
Rjazaņas apgabals	Oblast Rjazan
Jaroslavs Hašeks	Jaroslav Hašek
1963. gads	1963
Lehs Kačiņskis	Lech Kaczyński
Menhengladbaha	Mönchengladbach
26. decembris	26 december
Holokausts	Holocaust
1962. gads	1962
Gelzenkirhene	Gelsenkirchen
IPhone	IPhone
Torino F.C.	Torino FC
Tula	Toela
Braunšveiga	Braunschweig (stad)
14. augusts	14 augustus
15. augusts	15 augustus
13. augusts	13 augustus
12. augusts	12 augustus
11. augusts	11 augustus
10. augusts	10 augustus
8. augusts	8 augustus
7. augusts	7 augustus
9. augusts	9 augustus
5. augusts	5 augustus
4. augusts	4 augustus
2. augusts	2 augustus
3. augusts	3 augustus
6. augusts	6 augustus
1. augusts	1 augustus
Udīne	Udine (stad)
Džeronimo	Geronimo (indianenleider)
Tulas apgabals	Oblast Toela
Brāļi Grimmi	Gebroeders Grimm
Hemnica	Chemnitz
IPad	IPad
Udinese Calcio	Udinese
27. decembris	27 december
Brjanska	Brjansk
Krēfelde	Krefeld
Madride	Madrid (stad)
Eltons Džons	Elton John
